id,count,latitude,longitude
567,1,-35.276,149.1344
568,1,34.0905,-118.1344
569,2,36.0751,-97.0312
570,1,35.4676,-97.5164
571,1,37.312,-77.6344
572,1,40.782,-73.4739
573,1,30.628,-96.3344
574,1,41.2401,-81.4407
575,1,33.2542,-96.6863
576,1,31.2163,-81.3666
577,1,39.2867,-86.7625
578,1,37.471,-81.194
579,1,40.8499,-73.8769
580,1,51.3667,-0.4667
581,4,43.1946,-89.2025
582,1,40.8499,-73.8769
583,1,32.7254,-97.3208
584,1,46.3,-79.45
585,1,52.5167,13.4
586,1,32.9104,-96.1355
587,1,36.1907,-95.9821
588,1,55.7522,37.6156
589,1,38.9266,-77.3936
590,1,45.75,126.65
591,1,56.6369,47.8711
592,1,54.6833,25.3167
593,1,33.7475,-116.972
594,1,32.5632,-97.1417
595,1,33.0162,-96.5382
596,1,32.4487,-99.7331
597,1,33.2148,-97.1331
598,10,51,9
599,2,54,-2
600,1,55.7522,37.6156
601,1,38,-97
602,1,34.2249,-117.3761
603,1,52.4167,16.9667
604,1,39.816,-75.5045
605,1,38.65,-90.5334
606,1,36.5086,-86.8563
607,1,38,-97
608,1,32.7831,-96.8067
609,1,41.85,-87.65
610,1,38,-97
611,1,38,-97
612,1,29.8729,-98.014
613,2,30.2672,-97.7431
614,1,32.8334,-96.7936
615,1,33.5487,-84.4024
616,1,33.0017,-96.8441
617,1,36.154,-95.9928
618,1,32.9513,-96.7154
619,1,29.7633,-95.3633
620,1,41.7859,-88.1473
621,1,37.5602,-106.1392
622,1,38,-97
623,1,34.0953,-118.127
624,1,42.2917,-85.5872
625,1,33.5256,-117.6191
626,1,32.4471,-86.252
627,3,37.7909,-122.4017
628,1,43.0736,-77.8642
629,1,32.5007,-94.7405
630,1,38,-97
631,1,29.5016,-95.689
632,1,39.0125,-75.6051
633,1,35.708,-97.5749
634,1,32.5093,-92.1193
635,1,35.2226,-97.4395
636,1,59.1497,18.1167
637,1,40.7049,-74.3172
638,1,32.9842,-97.8713
639,1,52.9667,-1.1667
640,4,32.9603,-96.83
641,1,32.812,-96.8143
642,1,32.6615,-97.1694
643,1,41.2351,-81.0493
644,1,56,10
645,1,31.2653,-97.2163
646,1,37.2753,-107.8801
647,1,-37.8167,145.2333
648,67,52.5,5.75
649,1,40.8269,-73.9765
650,1,43.6833,-79.7667
651,1,36.5815,-121.9464
652,1,32.7831,-96.8067
653,1,27.4829,-82.5306
654,1,-6.7736,-79.8417
655,1,37.5372,-120.8487
656,1,33.9306,-84.4613
657,1,43.7972,-90.0773
658,1,38,-97
659,3,22.25,114.1667
660,1,54.5167,-6.0667
661,1,47.8,16.25
662,1,32.5206,-92.1066
663,1,36.1334,-96.3545
664,1,32.9579,-96.6236
665,1,30.6535,-97.5828
666,1,33.9815,-81.2362
667,1,32.5632,-97.1417
668,1,35.4087,-80.5795
669,1,38,-97
670,1,32.579,-97.3625
671,1,38,-97
672,1,38,-97
673,1,32.5251,-93.7502
674,6,54,-2
675,1,34.0697,-103.3306
676,1,37,127.5
677,1,35.3471,-120.4553
678,1,30.5321,-97.7286
679,1,32.7357,-97.1081
680,1,33.6222,-84.5231
681,1,40.7105,-79.4774
682,1,38.8462,-77.3064
683,1,30.0942,-97.4918
684,1,40.7654,-73.8174
685,1,36.1659,-86.7844
686,1,32.8151,-97.1734
687,1,51,9
688,1,43.775,-88.4388
689,1,47.0056,28.8575
690,1,31.8639,117.2808
691,1,32.3694,-96.7873
692,1,40.015,-105.2706
693,1,38.7167,-9.1333
694,1,33.2077,-97.0612
695,4,52.5,5.75
696,1,48.1471,37.3003
697,1,44.8186,20.4681
698,1,55.7522,37.6156
699,1,38.427,-96.2103
700,1,32.8574,-96.8706
701,1,32.7831,-96.8067
702,1,32.2217,-110.9265
703,1,49,32
704,1,37.6128,-97.3664
705,1,-37.8139,144.9634
706,1,32.9312,-96.4597
707,1,38,-97
708,1,30.0799,-95.4172
709,1,42.4364,-89.3321
710,2,33.089,-96.8864
711,1,44.8267,-93.3132
712,1,28.0836,-80.6081
713,1,32.844,-97.1431
714,1,38.9499,-94.7453
715,2,33.0362,-96.6712
716,1,31.8639,117.2808
717,1,35.4887,-82.9887
718,1,32.746,-96.9978
719,1,38,-97
720,2,32.7254,-97.3208
721,3,39.9853,-104.8205
722,1,32.7831,-96.8067
723,2,43.75,-79.2
724,1,60,-95
725,1,41.3686,-71.8637
726,1,32.9013,-96.7936
727,1,37.3541,-121.9552
728,1,-33.45,-70.6667
729,1,32.8638,-97.1757
730,1,38,-97
731,1,40.7506,-73.8204
732,1,41.6,-87.9381
733,1,48.7999,2.3326
734,1,40.5887,-83.1285
735,1,32.7831,-96.8067
736,1,58.6,16.1833
737,3,32.9193,-96.982
738,1,47.2704,8.3382
739,1,33.2487,-111.6343
740,1,59.4339,24.7281
741,1,33.077,-97.0702
742,1,47.3878,8.0735
743,1,31.8639,117.2808
744,1,33.0198,-96.6989
745,2,44.0521,-123.0867
746,1,49.8833,-97.1667
747,1,32.746,-96.9978
748,4,32.7714,-97.2915
749,4,32.7714,-97.2915
750,1,35.2226,-97.4395
751,1,50.6333,5.5667
752,2,32.7714,-97.2915
753,3,32.7714,-97.2915
754,9,32.7714,-97.2915
755,1,32.7254,-97.3208
756,2,59.4339,24.7281
757,2,32.5305,-97.3076
758,1,26.3453,-80.0855
759,1,51.35,-1.9833
760,1,37.281,-97.4122
761,1,34.2164,-119.0376
762,1,50.0833,19.9167
763,1,55.7522,37.6156
764,1,33.6357,-96.6089
765,2,41.7073,-83.543
766,1,32.6008,-96.6734
767,1,38.9995,-77.5286
768,2,33.4223,-111.8226
769,1,38,-97
770,2,36.0607,-95.8064
771,1,60,100
772,1,45.16,-92.9933
773,1,32.7831,-96.8067
774,1,30.2961,-97.7369
775,1,33.6793,-117.9055
776,1,38,-97
777,1,30.6327,-97.6772
778,1,42.5493,-71.2558
779,1,32.7831,-96.8067
780,1,32.6615,-97.1694
781,1,38,-97
782,1,44.9464,-93.0515
783,1,44.5888,33.5224
784,1,42.3346,-71.0362
785,2,38,-97
786,2,32.9299,-96.8353
787,1,40.6449,-73.9583
788,1,38,-97
789,1,44.8093,-93.1975
790,1,35.0845,-106.6511
791,1,40.1883,-75.1502
792,2,41.6327,-93.7374
793,4,29.6516,-82.3248
794,1,38.3442,-90.3935
795,1,30.2076,-97.8587
796,3,54,-2
797,2,37.5404,-97.6164
798,1,42.6501,-108.4242
799,1,33.0294,-97.0687
800,1,36.4295,-94.2316
801,1,28.5383,-81.3792
802,1,28.7313,-81.5158
803,1,29.9691,-95.6972
804,1,49,32
805,1,29.7176,-95.4188
806,2,53.3833,-2.6
807,1,33.2148,-97.1331
808,1,33.2148,-97.1331
809,1,32.5305,-97.3076
810,1,51,9
811,1,40.1246,-75.5385
812,1,38.9717,-95.2352
813,1,27.4917,-82.6405
814,1,35.4931,-97.9812
815,1,32.738,-96.4463
816,1,1.2931,103.8558
817,1,39.9289,116.3883
818,1,30.2922,-97.6172
819,1,38,-97
820,1,38,-97
821,1,32.9312,-96.4597
822,1,43.6135,-116.2035
823,3,38.9517,-92.3341
824,2,36.1885,-97.0574
825,1,53.55,10
826,1,40.3245,-79.7011
827,1,47.3624,-122.1982
828,1,38,-97
829,1,-33.9833,18.4
830,1,41.662,-86.1586
831,1,40.9364,-74.1184
832,1,35.5798,-97.5731
833,1,33.5083,-112.0717
834,1,36.1333,-5.4505
835,1,39.6182,-84.2488
836,1,33.0035,-96.9
837,1,47.0056,28.8575
838,2,35.2327,-91.7054
839,1,38,-97
840,1,35.2327,-91.7054
841,1,26.7153,-80.0534
842,1,32.7448,-117.1702
843,1,-10,-55
844,1,41.8963,-88.7442
845,1,29.5408,-81.6552
846,1,35.4605,-97.3974
847,1,37.3394,-121.895
848,1,47.6537,-117.3143
849,1,42.8333,12.8333
850,1,30.1766,-95.5101
851,1,41.1339,-81.4846
852,1,29.5548,-98.6951
853,1,56.0097,37.4819
854,2,29.6197,-95.635
855,1,52.5,5.75
856,1,51.3708,6.1751
857,1,29.3558,-98.8786
858,1,32.9346,-97.2517
859,2,32.746,-96.9978
860,1,33.7066,-7.3944
861,1,17.9833,-92.9167
862,1,32.8673,-97.2486
863,1,49,32
864,1,49.8407,24.0305
865,1,32.7668,-96.5992
866,1,38,-97
867,1,32.844,-97.1431
868,3,30.0972,-95.6161
869,1,35.3673,-92.4096
870,1,36.3008,-119.7829
871,1,59.85,17.6333
872,1,39.5138,-121.5564
873,1,36.2643,-95.8277
874,3,55.7522,37.6156
875,1,26.2394,-97.1853
876,1,55.7522,37.6156
877,1,50.3058,18.9742
878,1,46.8,-71.25
879,1,33.4935,-86.8046
880,1,40.3178,-79.7177
881,1,32.7254,-97.3208
882,1,33.7056,-116.4083
883,1,45.1,-87.6307
884,1,38,-97
885,1,40.015,-105.2706
886,1,35.685,139.7514
887,2,30.4998,-97.8082
888,1,50.45,-104.6167
889,1,39.3722,-104.8561
890,1,35.222,-101.8313
891,1,32.7831,-96.8067
892,1,29.4241,-98.4936
893,1,33.8181,-84.3604
894,1,27.4373,-82.5775
895,1,40.3965,-74.1075
896,1,39.1422,117.1767
897,1,25.9825,-97.4725
898,1,-23.2795,-46.7464
899,1,32.7371,-117.0881
900,1,33.1499,-96.8555
901,2,32.7831,-96.8067
902,1,43.55,-96.7003
903,1,47.6201,-122.1408
904,1,45.2474,4.7825
905,1,40.3978,-105.075
906,1,33.7153,-116.2374
907,1,36.5708,-119.6121
908,1,4.6492,-74.0628
909,1,45.0141,-93.0305
910,1,39.9289,116.3883
911,1,-23.4733,-46.6658
912,1,48.288,-2.1552
913,1,36.7503,-96.0705
914,1,49.9808,36.2527
915,1,51,9
916,1,32.8951,-97.5459
917,3,38.9033,-92.1022
918,1,15.4667,75.0167
919,1,19.05,-98.2
920,1,38.6554,-90.4539
921,1,35.8789,-97.4253
922,1,34.0522,-118.2437
923,1,29.7633,-95.3633
924,1,43.6867,-79.4867
925,4,32.2847,-97.5392
926,1,36.8529,-75.978
927,1,50.3691,15.6306
928,1,32.9478,-96.8915
929,1,38,-97
930,1,52.45,-2.0833
931,1,35.9217,-84.1829
932,1,36.5156,118.5397
933,1,33.0306,-96.9926
934,2,35.4676,-97.5164
935,1,51,9
936,1,35.0304,-91.9504
937,1,35.5798,-97.5731
938,1,41.4201,-73.9546
939,1,33.0198,-96.6989
940,1,32.7831,-96.8067
941,1,38,-97
942,1,34.3196,-86.2735
943,2,38,-97
944,2,25.7806,-80.1826
945,1,36.0904,-92.2143
946,2,29.5689,-98.2229
947,1,35.6179,-82.3212
948,2,43.1005,-77.426
949,1,32.7254,-97.3208
950,1,33.0347,-96.8134
951,1,9.9333,-84.0833
952,1,33.0198,-96.6989
953,1,32.814,-96.9489
954,1,33.1959,-117.3795
955,4,38,-97
956,1,30.05,31.25
957,1,22.5333,114.1333
958,1,33.0462,-96.9942
959,1,48.9002,2.3095
960,1,36.6683,116.9972
961,1,29.6851,-82.4324
962,1,34.0943,-118.3811
963,1,38,-97
964,1,33.71,-117.9478
965,1,36.0626,-94.1574
966,2,39.9289,116.3883
967,1,44.4489,-88.0604
968,1,30,70
969,1,33.7763,-84.398
970,1,32.9914,-96.6645
971,1,39.7427,-105.1187
972,3,30.6568,-97.6026
973,3,30.6568,-97.6026
974,1,40.2612,-81.0199
975,2,30.6568,-97.6026
976,1,42.3496,-71.0746
977,1,41.9445,-71.2856
978,1,43.0036,-89.0165
979,1,29.4241,-98.4936
980,1,32.9234,-97.081
981,1,21.3867,-158.0092
982,1,33.0162,-96.5382
983,2,38,-97
984,1,30.2672,-97.7431
985,1,33.884,-84.5144
986,1,33.0945,-97.3118
987,1,30.6131,-96.3217
988,1,48.8833,8.7
989,1,30.2961,-97.7369
990,1,29.7633,-95.3633
991,1,38,-97
992,1,39.9523,-75.1638
993,1,37.3541,-121.9552
994,1,30.5427,-97.5467
995,1,40.9487,-74.2413
996,1,41.5703,120.4586
997,3,34.7823,-98.6017
998,1,29.9893,-97.8572
999,1,24.4798,118.0819
1000,1,40.6072,-74.0967
1001,1,38,-97
1002,1,38,-97
1003,1,33.1499,-96.8555
1004,1,32.8195,-96.6338
1005,1,38,-97
1006,1,39.8897,115.275
1007,1,41.1839,-8.1486
1008,1,42.1275,-87.829
1009,1,41.4016,-82.731
1010,1,51.5,-3.2
