id,count,latitude,longitude 
1915,1,43.3956,-85.4678
1916,1,39.7581,-94.8097
1917,1,30.3042,-97.6857
1918,1,30.6131,-96.3217
1919,1,54.6052,18.2355
1920,1,32.8151,-97.1734
1921,1,29.5075,-95.0895
1922,1,32.9603,-96.83
1923,1,32.881,-97.155
1924,1,38,-97
1925,1,45.5234,-122.6762
1926,1,12.9833,77.5833
1927,1,37.6681,-97.37
1928,1,31.8639,117.2808
1929,1,38.849,-89.9385
1930,1,42.8333,132.8947
1931,1,47.6062,-122.3321
1932,1,36.9923,-91.9699
1933,2,37.1413,-107.8871
1934,1,32.8034,-97.2665
1935,1,47.1417,7.2576
1936,2,38.6089,-90.2148
1937,1,35.6145,-88.814
1938,1,0,0
1939,1,52.25,-0.8833
1940,1,32.8343,-97.2289
1941,1,32.8685,-96.4031
1942,1,46.7322,-117.2455
1943,1,38,-97
1944,1,32.41,-98.784
1945,1,59.8944,30.2642
1946,1,38.3433,-122.7041
1947,1,38,-97
1948,1,33.69,73.0551
1949,3,0,0
1950,1,45.75,126.65
1951,1,51,9
1952,1,22.5697,88.3697
1953,1,51,9
1954,1,32.8685,-96.4031
1955,1,31.1171,-97.7278
1956,1,30.4564,-97.6938
1957,1,59.3333,18.05
1958,1,33.0455,-96.403
1959,1,28.5704,-81.5298
1960,1,45.1667,15.5
1961,2,38.4034,-82.3577
1962,1,33.9562,-83.988
1963,1,35.5067,-97.7625
1964,1,38.6182,-90.3467
1965,1,36.154,-95.9928
1966,1,32.7357,-97.1081
1967,1,38,-97
1968,1,41.2615,-96.0527
1969,1,52.2833,8.9167
1970,1,32.7831,-96.8067
1971,1,37.8044,-122.2708
1972,1,42.3284,-83.0554
1973,1,38,-97
1974,1,32.6615,-97.1694
1975,1,56.0097,37.4819
1976,1,57.1522,65.5272
1977,1,32.7357,-97.1081
1978,1,42.9377,-93.7933
1979,1,30.5083,-97.6789
1980,1,48.6343,7.7401
1981,1,24.9878,118.4983
1982,1,40.3295,-74.0615
1983,1,34.1036,-84.6374
1984,1,42.7892,-85.5167
1985,1,37.3398,-77.4586
1986,1,38,-97
1987,1,29.646,-90.5392
1988,1,33.423,-93.8691
1989,1,54.9106,9.7928
1990,1,33.8138,-117.7986
1991,1,38,-97
1992,1,35.685,139.7514
1993,1,47.1278,-122.2534
1994,2,33.0306,-96.9926
1995,1,26.0112,-80.1495
1996,1,32.949,-96.4345
1997,1,34.7664,-82.2202
1998,1,43.0389,-87.9065
1999,1,38,-97
2000,1,33.029,-97.1123
2001,1,29.523,-98.527
2002,1,32.7254,-97.3208
2003,1,38,-97
2004,1,41.998,-71.4941
2005,1,43.8167,7.7667
2006,1,43.0737,-89.5274
2007,1,41.2586,-95.9378
2008,1,44.9572,34.1108
2009,1,-20.45,-54.6167
2010,1,32.8195,-96.6338
2011,2,42.4655,-82.9013
2012,1,49,32
2013,1,32.7235,-97.4625
2014,2,33.2852,-112.0376
2015,3,51,9
2016,6,34.053,-118.2642
2017,1,32.6401,-117.0842
2018,1,42.5256,-82.8836
2019,1,34.0024,-117.9757
2020,1,60,100
2021,3,38,-97
2022,1,32.7831,-96.8067
2023,2,35.0441,-106.8904
2024,1,30.3322,-81.6556
2025,1,39.7392,-104.9847
2026,4,31.3518,-94.8355
2027,1,59.3333,14.5167
2028,1,37.9158,40.2189
2029,1,29.5834,-98.3994
2030,1,59.8944,30.2642
2031,4,52.5,5.75
2032,1,31.6286,-97.0989
2033,1,30.3544,-97.7344
2034,1,29.5073,-98.5747
2035,1,41.85,-87.65
2036,1,29.9266,-95.5429
2037,1,38.189,-85.6768
2038,1,32.8897,-117.1336
2039,1,48.15,11.5833
2040,1,32.7831,-96.8067
2041,2,32.5151,-92.6262
2042,1,43.7667,11.25
2043,1,44.1858,-88.4626
2044,1,38.4378,-107.0601
2045,3,38.0439,-100.7561
2046,1,48.5159,2.4467
2047,1,43.0519,-83.3346
2048,1,13.0833,80.2833
2049,1,33.0198,-96.6989
2050,1,32.812,-96.8143
2051,1,39.7046,-108.0364
2052,1,29.5628,106.5528
2053,1,-23.4733,-46.6658
2054,1,32.7546,-97.7876
2055,1,29.5628,106.5528
2056,1,38,-97
2057,1,33.4151,-111.5496
2058,1,32.2217,-110.9265
2059,1,32.8796,-96.7043
2060,1,26.1001,-80.2723
2061,1,33.0952,-96.7524
2062,2,60,100
2063,1,32.7881,-96.9431
2064,1,60,100
2065,1,39.2689,-84.2638
2066,1,32.8523,-97.1342
2067,1,41.2833,-72.8653
2068,1,38.2375,-104.3511
2069,1,30.0861,-94.1018
2070,1,35.5501,-89.6387
2071,1,60,100
2072,2,51,9
2073,1,38,-97
2074,1,32.7357,-97.1081
2075,1,32.8524,-97.288
2076,1,60,100
2077,1,32.7831,-96.8067
2078,1,60,100
2079,1,54.4167,13.4333
2080,1,32.948,-96.8132
2081,1,47.7381,7.3479
2082,1,33.0035,-96.9
2083,1,38,-97
2084,1,38,-97
2085,1,43.1005,-77.426
2086,2,32.5702,-97.1313
2087,1,32.8151,-97.1734
2088,1,36.0075,-83.9896
2089,1,51.0167,-4.2167
2090,1,50.9,7.2
2091,1,54,-2
2092,1,49.8833,-97.1667
2093,1,38,-97
2094,2,38,-97
2095,1,40.9077,-72.4178
2096,2,9,-80
2097,22,9,-80
2098,1,30.2672,-97.7431
2099,1,32.6423,-97.5448
2100,1,14.5667,121.0333
2101,1,31.045,-97.5087
2102,1,35.708,-97.5749
2103,23,9,-80
2104,1,38.6657,-120.9261
2105,1,30.6744,-96.37
2106,1,32.9153,-96.677
2107,1,32.6615,-97.1694
2108,1,39.6789,-86.1276
2109,1,30.4527,-91.0678
2110,1,27.5921,-80.3853
2111,1,34.7888,-92.4127
2112,2,38.2776,-85.7372
2113,1,36.1467,-95.9555
2114,1,37.8546,-85.8961
2115,1,43.1536,-93.201
2116,3,32.7556,-97.2619
2117,1,42.2223,-85.9043
2118,1,51.1333,5.6
2119,1,51.1167,-0.0167
2120,1,38.9142,-104.7749
2121,1,-37.8139,144.9634
2122,1,30.2058,-97.8002
2123,1,31.1171,-97.7278
2124,5,35,105
2125,1,34.0522,-118.2437
2126,1,38.6273,-90.1979
2127,1,58.5167,31.2833
2128,1,38.4348,-77.9866
2129,1,30.502,-87.3601
2130,1,23.1167,113.25
2131,1,38,-97
2132,1,30.2672,-97.7431
2133,1,41.2043,-73.7271
2134,1,32.949,-96.4345
2135,1,33.1809,-96.9177
2136,1,29.7633,-95.3633
2137,1,29.7633,-95.3633
2138,1,38,-97
2139,1,40.7619,-73.9763
2140,1,39.7401,-74.9709
2141,1,55.7522,37.6156
2142,1,55.7522,37.6156
2143,1,32.696,-97.6022
2144,1,32.5803,-96.744
2145,1,30.692,-97.7518
2146,1,37.4509,-107.8488
2147,1,60,100
2148,1,38,-97
2149,1,49.4667,-123.7667
2150,2,41.7001,-71.4162
2151,2,38,-97
2152,1,29.9779,-95.577
2153,1,43.1005,-77.426
2154,1,37.3688,-122.0363
2155,1,32.2313,-95.2958
2156,1,35.7977,-78.6253
2157,1,35.5423,-97.6189
2158,1,60,100
2159,1,32.7831,-96.8067
2160,1,38,-97
2161,1,41.1612,-79.0831
2162,1,30.076,-94.1062
2163,1,45.6445,6.2939
2164,3,32.8592,-97.0819
2165,1,32.9013,-96.7936
2166,1,39.7796,-75.0505
2167,1,53.144,7.0352
2168,1,29.7633,-95.3633
2169,1,32.6586,-97.3842
2170,1,-26.9833,-48.6333
2171,1,32.8019,-96.7883
2172,1,42.8251,-77.0958
2173,1,-23.4733,-46.6658
2174,2,32.6042,-96.8653
2175,1,33.2487,-111.6343
2176,1,38,-97
2177,1,0,0
2178,1,40.7769,-73.9813
2179,1,42.0794,-91.5992
2180,1,34.462,-87.2951
2181,1,32.7357,-97.1081
2182,1,44.035,-103.3782
2183,1,38,-97
2184,1,37.4849,-77.6551
2185,1,32.7831,-96.8067
2186,1,34.7888,-92.4127
2187,2,32.746,-96.9978
2188,1,40.9148,-74.3838
2189,1,34.1173,-118.26
2190,1,41.1839,-96.0311
2191,1,32.844,-97.1431
2192,1,32.7831,-96.8067
2193,1,33.4484,-112.074
2194,1,39.9456,-74.5558
2195,1,32.9126,-96.6389
2196,1,51.4,9.4667
2197,1,30.3119,-95.4561
2198,1,39.535,-74.625
2199,2,32.9317,-96.6162
2200,1,29.6658,-95.0194
2201,1,41.5584,-81.4756
2202,1,32.862,-96.5926
2203,1,33.1464,-97.0902
2204,1,32.7357,-97.1081
2205,1,38,-97
2206,1,33.5487,-84.4024
2207,1,30.5382,-87.2123
2208,5,49.75,15.5
2209,1,30.2672,-97.7431
2210,1,51.8649,5.8704
2211,1,38,-97
2212,1,34.0194,-118.4912
2213,1,40.2338,-111.6585
2214,1,32.7831,-96.8067
2215,1,43.3167,-79.8
2216,1,53.1333,23.15
2217,1,37.9137,-122.0117
2218,2,55.7522,37.6156
2219,1,30.514,-90.4804
2220,1,37.6788,-77.3265
2221,1,38,-97
2222,1,33.4935,-86.8046
2223,1,38.265,-0.7061
2224,1,29.7633,-95.3633
2225,1,32.7831,-96.8067
2226,1,0,0
2227,1,33.6793,-117.9055
2228,1,31.7824,-97.5767
2229,2,38.9688,-94.4729
2230,1,55.7522,37.6156
2231,1,38,-97
2232,1,32.9024,-97.5891
2233,1,34.4179,-93.0493
2234,1,41.0246,-80.6697
2235,1,38,-97
2236,1,30.3814,-97.9355
2237,1,40.6936,-89.589
2238,1,38.201,-77.5892
2239,1,40.7934,-77.86
2240,1,33.0017,-96.8441
2241,1,40.2182,-74.071
2242,1,54.2021,37.6443
2243,1,22.5333,114.1333
2244,1,59.2833,15.2167
2245,1,37.7083,-97.2251
2246,1,33.0952,-96.7524
2247,1,38,-97
2248,1,30.2961,-97.7369
2249,1,38,-97
2250,4,51,9
2251,1,43.6833,-79.7667
2252,3,30.0799,-95.4172
2253,2,31.8639,117.2808
2254,1,29.5075,-95.0895
2255,1,39.4037,-92.4088
2256,1,35.0583,-97.9347
2257,1,36.175,-115.1372
2258,1,23.2667,77.4
2259,1,49,32
2260,1,30.0828,-95.9863
2261,2,33.0162,-96.5382
2262,1,40.2601,-74.2738
2263,1,38.6273,-90.1979
2264,1,36.6683,116.9972
2265,1,36.0751,-97.0312
2266,1,35.7881,-91.6458
2267,2,49,32
2268,1,52,20
2269,1,55.897,37.4297
2270,1,32.9482,-96.7297
2271,1,50.6861,20.6943
2272,1,47.1544,-88.6471
2273,1,48.7833,10.1
2274,1,31.2163,-81.3666
2275,1,33.2098,-87.5692
2276,1,38,-97
2277,1,30.2961,-97.7369
2278,1,40.7276,-73.6344
2279,1,43.25,-79.8333
2280,2,25.7743,-80.1937
2281,2,51.5406,46.0086
2282,1,40.0878,-105.3735
2283,2,40.7605,-73.9933
2284,1,40.782,-73.4739
2285,1,25.5,51.25
2286,1,47.4842,18.644
2287,1,46.0553,14.5144
2288,1,35.5798,-97.5731
2289,1,47.0379,-122.9007
2290,1,19.4342,-99.1386
2291,1,57,25
2292,1,26,50.55
2293,1,42.9905,-78.842
2294,1,39.1023,-96.5246
2295,1,53.55,10
2296,1,19.4342,-99.1386
2297,1,34.2205,-77.8702
2298,1,55.7522,37.6156
2299,1,36.6683,116.9972
2300,1,38,-97
2301,1,29.5557,-95.6335
2302,1,38,-97
2303,1,33.7981,-84.3877
2304,1,35.4676,-97.5164
2305,1,30.3322,-81.6556
2306,2,32.9193,-96.982
2307,1,33.5007,-111.9829
2308,1,33.1834,-97.1264
2309,7,32.9299,-96.8353
2310,1,33.0162,-96.5382
2311,2,38,-97
2312,1,49,32
2313,1,30.6535,-97.5828
2314,1,32.9618,-96.8292
2315,1,49.2667,-122.7833
2316,4,32.5185,-92.1476
2317,27,52.1351,4.6549
2318,1,53.8,-1.5833
2319,1,37.9887,-84.4777
2320,1,38.8462,-77.3064
2321,1,30.4446,-97.9691
2322,1,39.9289,116.3883
2323,1,36.7281,-95.8997
2324,1,26.2159,-98.3253
2325,1,32.9234,-97.081
2326,1,42.5626,-83.6099
2327,1,37.1792,-91.6568
2328,1,35.057,-79.0147
2329,2,32.7831,-96.8067
2330,1,49.3878,33.2596
2331,1,32.7254,-97.3208
2332,1,56.1667,14.85
2333,1,34.7675,-87.1057
2334,1,28.5311,-80.8523
2335,1,32.7673,-96.7776
2336,1,47.0056,28.8575
2337,1,51.9284,47.9172
2338,1,30.2094,-95.7508
2339,1,30.2672,-97.7431
2340,1,30.2672,-97.7431
2341,3,51,9
2342,1,32.9317,-96.6162
2343,1,52.5,5.75
2344,1,32.8312,-97.1441
2345,1,32.7831,-96.8067
2346,1,33.3398,-96.5289
2347,1,41.7949,-87.9709
2348,1,28.6667,77.2167
2349,1,32.8638,-97.1757
2350,1,41.0814,-81.519
2351,1,42.4734,-83.2219
2352,1,30.2672,-97.7431
2353,1,29.8729,-98.014
2354,10,32.948,-96.8132
2355,4,33.9096,-117.6123
2356,1,56,24
2357,1,14.6488,121.0509
2358,1,39.5583,-105.0838
2359,1,36.1189,-93.984
2360,1,38,-97
2361,1,30.3413,-95.0855
2362,1,32.9346,-97.2517
2363,2,29.5834,-98.3994
2364,1,35.6165,-97.4789
2365,1,26.5106,-98.6534
2366,1,35,105
2367,1,36.0751,-97.0312
2368,1,51.8667,11.5833
2369,2,32.7077,-96.8741
2370,1,38,-97
2371,2,-8.8368,13.2332
2372,2,40.8217,-74.1574
2373,1,-33.45,-70.6667
2374,1,53,-8
2375,1,32.7831,-96.8067
2376,1,34.1064,-117.5931
2377,1,46.05,-71.9667
2378,1,39.7285,-121.8375
2379,3,32.9482,-96.7297
2380,1,32.7831,-96.8067
2381,1,41.1938,-120.9452
2382,1,41.6713,-70.1916
2383,1,40.0048,-83.0242
2384,1,31.9767,-102.1306
2385,1,47.9667,16.2
2386,1,64.6865,30.8151
2387,1,49,32
2388,1,37.5538,-77.4603
2389,1,39.569,-104.8582
2390,1,39.529,-104.905
2391,1,38,-97
2392,1,48.463,35.039
2393,4,34.4926,-97.8523
2394,1,41.7198,-72.832
2395,1,32.7831,-96.8067
2396,1,24.9878,118.4983
2397,1,32.7254,-97.3208
2398,1,54,-2
2399,1,42.563,-114.4609
2400,3,54,-2
2401,1,33.0035,-96.9
2402,1,42.4163,-70.9969
2403,1,33.2201,-97.1502
2404,1,38.6932,-121.3116
2405,1,40.0878,-105.3735
2406,1,30.4731,-84.2176
2407,1,49,32
2408,3,47.6104,-122.2007
2409,1,18.5333,73.8667
2410,1,35.4676,-97.5164
2411,1,29.5294,-95.201
2412,1,32.3332,-93.8363
2413,1,44.2333,-76.4833
2414,2,54,-2
2415,1,33.2542,-96.6863
2416,1,33.2542,-96.6863
2417,1,32.8229,-79.8549
2418,1,42.6833,23.3167
2419,1,33.0347,-96.8134
2420,1,30.4213,-87.2169
2421,1,59.8944,30.2642
2422,1,55.7522,37.6156
2423,1,32.9482,-96.7297
2424,1,39.9289,116.3883
2425,1,56,10
2426,1,33.61,-101.8213
2427,1,30.4507,-91.1546
2428,1,32.9013,-96.7936
2429,1,25.9274,-80.1801
2430,1,30.5321,-97.7286
2431,1,30.0799,-95.4172
2432,1,40.1883,-75.1502
2433,1,36.0679,-86.7194
2434,1,38,-97
2435,1,32.2686,-111.0022
2436,1,33.994,-96.3708
2437,1,43.6242,-72.5184
2438,3,32.6821,-97.3312
2439,1,33.6378,-117.8095
2440,1,53.4167,-3
2441,1,39.8474,-104.9459
2442,1,33.6201,-95.6003
2443,1,38.8817,-92.402
2444,2,37.4852,-122.2364
2445,1,51,9
2446,1,29.3375,47.6581
2447,1,32.8151,-97.1734
2448,1,28.8053,-97.0036
2449,1,40,-4
2450,2,49.15,-123.9167
2451,1,19.05,-98.2
2452,1,29.7633,-95.3633
2453,1,29.4241,-98.4936
2454,1,40.6809,-73.9463
2455,1,32.85,-96.9613
2456,1,38,-97
2457,1,44.5642,-123.279
2458,1,51.1333,5.6
2459,1,38.8339,-104.8214
2460,1,38.8289,-91.9744
2461,1,44.5667,27.3667
2462,1,33.4356,-112.3496
2463,1,22.2833,114.15
2464,1,42.3233,-71.4352
2465,1,40.6911,-75.1756
2466,1,43.6667,-79.4167
2467,1,33.0017,-96.8441
2468,1,39.2548,-74.6029
2469,3,60,100
2470,1,43.632,-116.2838
2471,1,32.8151,-97.1734
2472,1,-37.974,145.256
2473,1,39.7796,-75.0505
2474,2,43.6797,-85.5619
2475,1,30.5052,-97.8203
2476,1,38,-97
2477,1,13.3822,144.6576
2478,1,43.0117,-88.2315
2479,1,39.9289,116.3883
2480,1,32.9685,-96.5821
2481,1,54,-2
2482,1,54,-2
2483,1,42.6334,-71.3162
2484,1,32.6606,-97.0249
2485,1,42.3862,-82.9119
2486,1,32.7668,-96.5992
2487,1,45.4763,-122.6408
2488,2,41.8726,-75.7271
2489,1,31.0043,-97.7543
2490,1,29.4241,-98.4936
2491,1,45.6741,-122.4715
2492,1,50.15,-115.8333
2493,1,33.6201,-95.6003
2494,1,52.25,21
2495,1,33.4223,-111.8226
2496,1,34.8042,32.4083
2497,1,33.0856,-96.6115
2498,1,35.8456,-86.3903
2499,3,50.45,-119.1833
2500,1,33.0017,-96.8441
2501,1,51.0833,-114.0833
2502,1,40.7317,-73.9885
2503,1,30.2672,-97.7431
2504,2,37.6585,-97.4419
2505,1,42.9905,-78.842
2506,1,30.384,-97.7073
2507,1,25.9372,-80.317
2508,1,39.1142,-94.6275
2509,1,32.9478,-96.8915
2510,1,37.7749,-122.4194
2511,2,32.9685,-96.5821
2512,1,41.9756,-71.5449
2513,1,37.5372,-120.8487
2514,1,25.7743,-80.1937
2515,1,38,-97
2516,1,39.4406,-77.8137
2517,2,34.5798,-98.488
2518,1,30.0787,-97.8341
2519,1,-31.7667,-52.3333
2520,1,43.2167,-79.75
2521,5,42.9196,-83.6496
2522,1,42.6833,23.3167
2523,1,32.9685,-96.5821
2524,1,37.3236,126.8219
2525,1,32.5155,-94.5626
2526,1,20,77
2527,1,29.7633,-95.3633
2528,1,32.4444,-90.7391
2529,1,34.1281,-118.2893
2530,1,32.9346,-97.2517
2531,1,34.3515,-86.0008
2532,1,25.9412,-81.7184
2533,1,38.3905,-118.1087
2534,1,32.9537,-96.8903
2535,1,42.3314,-83.0457
2536,2,60,100
2537,1,55.9041,37.5606
2538,1,33.4223,-111.8226
2539,2,35.708,-97.5749
2540,1,27.8006,-97.3964
2541,1,-35.1333,138.5167
2542,1,35.2393,-106.6255
2543,1,51,9
2544,1,38.6312,-90.1922
2545,1,41.6935,-87.6145
2546,1,33.749,-84.2751
2547,1,38.8251,-90.7289
2548,1,47.6062,-122.3321
2549,1,49.1364,-122.8213
2550,1,43.2854,5.3761
2551,1,36.7281,-95.8997
2552,2,33.1161,-97.0118
2553,1,34.8861,-82.5857
2554,1,32.6606,-97.0249
2555,1,29.5822,-95.7608
2556,1,35.7565,-83.9705
2557,1,40.7432,-75.2242
2558,1,30.628,-96.3344
2559,1,41.4803,-96.4728
2560,1,32.9478,-96.8915
2561,1,42.0031,22.1786
2562,1,30.4213,-87.2169
2563,1,34.0119,-118.4682
2564,1,38,-97
2565,1,32.7254,-97.3208
2566,1,29.5628,106.5528
2567,1,36.6777,-121.6555
2568,1,38.9311,-77.3489
2569,1,42.3646,-71.1028
2570,1,37,127.5
2571,1,35.2327,-91.7054
2572,1,49,32
2573,1,34.6989,-86.6115
2574,1,37.6683,-97.2773
2575,1,38.4405,-122.7144
2576,1,31.5918,-110.1719
2577,1,38.9593,-94.6811
2578,1,47.5036,-94.685
2579,1,62.4778,17.3069
2580,1,32.7254,-97.3208
2581,1,33.2077,-97.0612
2582,1,49,32
2583,1,37.7909,-122.4017
2584,1,32.7235,-97.4625
2585,1,33.0511,-96.0699
2586,1,38,-97
2587,1,47.7826,19.928
2588,1,43.0056,-73.8628
2589,1,32.7831,-96.8067
2590,1,32.948,-96.8132
2591,1,33.077,-97.0702
2592,1,35.9863,-83.9564
2593,1,37.268,-77.4073
2594,1,52.4833,-2.0667
2595,1,35.4676,-97.5164
2596,1,52.0148,5.1004
2597,1,39.5,-8
2598,1,37.0286,-7.8411
2599,1,40.8265,-74.1068
2600,1,43.4464,-76.3971
2601,6,54,-2
2602,1,33.2148,-97.1331
2603,1,38,-97
2604,1,29.7633,-95.3633
2605,1,32.7831,-96.8067
2606,1,34.7771,-92.3748
2607,1,32.2988,-90.1848
2608,1,55.7522,37.6156
2609,2,37.6688,-122.0808
2610,1,38,-97
2611,1,37.6051,-0.9862
2612,2,32.7831,-96.8067
2613,1,33.8675,-117.9981
2614,1,32.7831,-96.8067
2615,1,29.7709,-95.4072
2616,1,52.3,-0.7
2617,1,49.25,4.0333
2618,1,38,-97
2619,1,48.463,35.039
2620,1,34.1537,-116.4189
2621,1,50.8333,4
2622,1,35.7107,-97.4295
2623,1,42.5991,-82.9312
2624,1,41.4396,-82.1348
2625,1,32.7831,-96.8067
2626,1,30.1755,-84.3386
2627,1,55.0415,82.9346
2628,1,33.077,-97.0702
2629,1,38,-97
2630,1,44.0247,-88.5426
2631,1,28.6667,77.2167
2632,1,55.7667,-120.2333
2633,1,42.3238,-89.6218
2634,1,47.1015,-122.3272
2635,1,32.8407,-83.6324
2636,1,29.504,-98.6682
2637,1,30.5044,-90.4612
2638,2,40.4406,-79.9959
2639,1,35.4676,-97.5164
2640,1,32.9358,-96.7853
2641,1,38.2552,-85.5459
2642,1,34.8564,-82.024
2643,1,35.7107,-97.4295
2644,1,32.7357,-97.1081
2645,1,23.1167,113.25
2646,1,35.233,-97.4122
2647,1,35.5331,-97.7707
2648,1,29.7449,-95.7311
2649,1,29.4241,-98.4936
2650,1,30.2312,-97.717
2651,1,43.6,-79.65
2652,1,32.318,-95.2921
2653,1,40.5465,-80.0525
2654,1,38,-97
2655,1,35.2906,-98.9884
2656,1,15,100
2657,1,49.05,-122.3
2658,4,42.7853,-87.8219
2659,1,22.8167,108.3167
2660,1,34.0247,-84.5033
2661,1,37.7898,-122.3942
2662,1,-8.6167,-35.95
2663,1,29.4241,-98.4936
2664,1,32.5533,-92.1937
2665,1,43.2144,-77.7125
2666,1,32.3694,-96.7873
2667,1,38,-97
2668,1,42.3584,-71.0598
2669,1,31.6213,-97.2101
2670,1,38,-97
2671,5,43.88,125.3228
2672,1,32.8586,-83.6751
2673,1,55.7522,37.6156
2674,1,36.3457,-94.2514
2675,1,29.7633,-95.3633
2676,1,32.9537,-96.8903
2677,1,31.706,-83.6532
2678,1,33.2148,-97.1331
2679,1,52.188,20.8405
2680,1,34.053,-118.2642
2681,1,39.6387,-75.6195
2682,1,29.7633,-95.3633
2683,1,32.9346,-97.2517
2684,1,32.4065,-97.2117
2685,1,40.7177,-124.1147
2686,1,55.2524,9.4893
2687,1,39.3914,-74.5182
2688,1,30.3583,-90.0656
2689,1,38,-97
2690,1,36.7281,-95.8997
2691,5,42.8333,12.8333
2692,1,29.7633,-95.3633
2693,1,39.9289,116.3883
2694,1,32.2217,-110.9265
2695,1,38,-97
2696,1,38,-97
2697,1,42.0953,-87.9376
2698,2,40.3563,-111.7325
2699,1,55.0415,82.9346
2700,1,37.4135,-122.1312
2701,1,30.2643,-97.7138
2702,1,33.43,-111.7147
2703,1,40.8533,-74.6522
2704,1,35.1765,-89.8473
2705,1,45.5295,-122.6432
2706,1,49.2814,16.5648
2707,1,41.95,14.7167
2708,1,29.5628,106.5528
2709,1,32.7357,-97.1081
2710,1,27.9994,120.6668
2711,1,38,-97
2712,1,41.9734,-88.2065
2713,1,59.3333,18.05
2714,1,32.8256,-96.9615
2715,1,39.3404,-74.4774
2716,1,42.5013,-71.0689
2717,1,33.0198,-96.6989
2718,1,18,-76.8
2719,1,22.2833,114.15
2720,2,32.7254,-97.3208
2721,1,38,-97
2722,1,48.15,17.1167
2723,1,19.05,-98.2
2724,1,40.6643,-73.915
2725,1,38,-97
2726,1,37.9711,-121.96
2727,1,33.0735,-96.9032
2728,1,38.1165,-121.1676
2729,1,60,100
2730,1,40.7517,-73.9972
2731,2,33.02,-96.7419
2732,1,43.8167,7.7667
2733,1,39.4899,-74.4773
2734,1,49.97,20.6077
2735,1,32.5702,-97.1313
2736,1,32.5832,-94.7148
2737,1,29.4529,-97.4757
2738,1,38,-97
2739,1,32.7254,-97.3208
2740,1,31.8639,117.2808
2741,1,35.3456,-119.0756
2742,1,52.1333,-0.45
2743,1,38.2206,-90.3959
2744,1,32.9143,-96.7366
2745,1,33.0198,-96.6989
2746,1,38,-97
2747,1,36.7281,-95.8997
2748,1,32.9126,-96.6389
2749,1,40.9645,-76.8844
2750,1,32.2217,-110.9265
2751,2,53.55,10
2752,1,40.7684,-74.4942
2753,2,32.7831,-96.8067
2754,1,47.6636,-122.3804
2755,1,30.567,-96.2837
2756,1,42.4734,-83.2219
2757,1,18.3876,-66.1108
2758,1,42.9513,-87.9433
2759,1,55.7522,37.6156
2760,1,47.3333,13.3333
2761,1,37.9181,-122.0735
2762,2,43.0372,-89.3864
2763,1,44.8267,-93.3132
2764,1,38.65,-90.5334
2765,1,40.7449,-73.9782
2766,1,25.9509,-97.3254
2767,1,33.7009,-97.1629
2768,1,29.6939,-95.5261
2769,1,35.5119,-82.7037
2770,2,32.2159,-95.2248
2771,1,59.4339,24.7281
2772,1,54.6667,-5.8667
2773,1,26.2874,-98.1168
2774,1,27.7039,-98.0844
2775,1,37,127.5
2776,1,32.8488,-79.8577
2777,1,37.3394,-121.895
2778,1,38.3645,-98.7648
2779,1,32.9346,-97.2517
2780,1,40.6097,-74.2806
2781,1,39.9324,-75.3407
2782,1,40.7035,-73.9182
2783,1,32.5686,-96.2676
2784,1,32.8195,-96.6338
2785,1,32.6396,-96.5383
2786,1,32.6606,-97.0249
2787,1,46.4286,34.2498
2788,1,27.4989,-82.5748
2789,1,38,-97
2790,1,12.9833,77.5833
2791,1,-22.5108,-43.1844
2792,1,-33.45,-70.6667
2793,4,38,-97
2794,1,29.7523,-95.367
2795,1,30.5174,-97.6304
2796,1,41.189,-74.4911
2797,1,40.642,-73.6696
2798,1,30.2936,120.1614
2799,1,39.8017,-89.6437
2800,1,42.3333,-83.0333
2801,1,55.7522,37.6156
2802,1,40.1246,-75.5385
2803,1,31.5,34.75
2804,1,30.4574,-90.143
2805,1,32.6811,-96.9321
2806,1,53.5333,-0.05
2807,1,31.6286,-97.0989
2808,1,38,-97
2809,1,47.6727,-122.1873
2810,1,35.0246,-78.9968
2811,1,32.2686,-111.0022
2812,1,55.7522,37.6156
2813,1,-27,133
2814,1,32.3694,-96.7873
2815,1,43.4659,1.3273
2816,1,43.25,-79.8333
2817,1,32.5899,-96.8569
2818,1,31.5,34.75
2819,1,36.1867,-94.1288
2820,1,32.8339,-96.7715
2821,1,32.814,-96.9489
2822,1,32.9299,-96.8353
2823,1,34.2438,-115.8598
2824,1,38.7945,-83.5452
2825,1,40.8331,-74.2427
2826,1,38,-97
2827,1,39.6603,-104.7681
2828,2,32.6206,-97.0909
2829,1,37.6922,-97.3375
2830,1,38,-97
2831,1,36.2643,-95.8277
2832,2,46.8543,-96.8284
2833,1,30,70
2834,1,37.9568,-87.3515
2835,1,38.8912,-76.8953
2836,1,30.3585,-103.661
2837,1,42.1292,-80.0851
2838,1,33.0017,-96.8441
2839,1,30.2035,-95.6633
2840,1,39.7615,-75.1245
2841,1,33.1499,-96.8555
2842,1,38,-97
2843,1,38,-97
2844,2,32.7831,-96.8067
2845,1,55.7522,37.6156
2846,1,42.8822,-73.9916
2847,1,38,-97
2848,2,39.9289,116.3883
2849,1,49,32
2850,1,32.3293,-96.6253
2851,1,25.9336,-80.2586
2852,1,37.3541,-121.9552
2853,1,-23.4733,-46.6658
2854,1,32.746,-96.9978
2855,1,32.7831,-96.8067
2856,1,39.6894,-104.6928
2857,1,26.0717,-97.4764
2858,1,26.0252,-80.296
