latitude,longitude,count
33.5486,-101.9224,1
33.6901,-101.9072,1
34.9511,-101.8972,2
33.5461,-101.8951,3
35.2075,-101.8922,3
35.1613,-101.879,5
33.5461,-101.8574,2
33.5779,-101.8552,8
33.5903,-101.8519,2
35.2054,-101.8345,3
35.222,-101.8313,18
33.61,-101.8213,12
35.3542,-101.8046,1
34.0946,-101.683,2
33.5151,-101.6756,1
21.1167,-101.6667,1
41.0987,-101.6619,1
32.1864,-101.451,2
37.5814,-101.3552,1
48.1387,-101.3393,1
48.336,-101.3256,1
37.1921,-101.3116,1
48.2325,-101.2963,4
38.0902,-101.1233,1
22.15,-100.9833,1
35.5362,-100.9599,1
32.8989,-100.9147,1
29.6195,-100.8089,5
38.0439,-100.7561,8
31.5468,-100.561,1
28.7364,-100.4521,2
31.4638,-100.437,7
32.4669,-100.4257,3
31.2667,-100.4243,1
32.471,-100.4059,1
25.6667,-100.4,2
32.7448,-100.3776,1
35.198,-100.2837,1
33.1334,-100.2273,1
31.9565,-99.9623,1
49.8333,-99.95,1
32.3418,-99.9414,4
32.4302,-99.906,1
32.6121,-99.8143,2
32.425,-99.7976,1
32.4487,-99.7331,6
32.4665,-99.7117,2
32.6133,-99.6922,5
32.3389,-99.6607,2
27.7479,-99.5957,3
27.5,-99.5167,1
27.5064,-99.5075,4
27.5133,-99.5035,2
27.5596,-99.4608,3
27.3807,-99.4501,1
38.9001,-99.347,4
38.8792,-99.3268,2
30.1134,-99.3234,1
27.5633,-99.2176,3
35.3489,-99.1704,1
30.0452,-99.1682,3
19.4342,-99.1386,18
40.6995,-99.0815,1
40.7644,-99.0194,1
26.5779,-98.9936,7
31.7093,-98.9912,4
35.2906,-98.9884,1
30.2481,-98.906,1
36.5823,-98.8798,1
29.3558,-98.8786,1
30.2752,-98.872,1
32.7647,-98.8533,1
38.3402,-98.8118,1
29.4754,-98.7972,2
32.41,-98.784,1
37.6312,-98.7678,2
38.3645,-98.7648,6
35.5224,-98.7331,2
29.4037,-98.7246,3
29.5548,-98.6951,4
30.6386,-98.6841,1
29.4655,-98.6728,2
33.9515,-98.6687,2
29.504,-98.6682,2
26.5106,-98.6534,5
29.6255,-98.6299,1
34.0978,-98.6163,1
29.5698,-98.6161,5
29.5197,-98.6084,2
31.8974,-98.6037,2
34.7823,-98.6017,3
33.1071,-98.5895,1
29.5073,-98.5747,6
29.4616,-98.5735,2
34.0979,-98.5706,4
29.381,-98.567,2
26.2776,-98.5636,1
29.3496,-98.5636,2
29.5415,-98.561,1
33.8961,-98.5406,3
33.8019,-98.5368,2
29.4713,-98.5353,2
29.3884,-98.5311,1
33.8466,-98.5301,5
29.5863,-98.5274,2
29.523,-98.527,13
33.9517,-98.5195,1
29.6569,-98.5107,9
29.4241,-98.4936,67
33.9137,-98.4934,33
34.6813,-98.4925,2
34.5798,-98.488,6
29.5356,-98.4814,5
29.3459,-98.4807,1
29.7081,-98.4786,3
33.8987,-98.4785,3
29.5862,-98.4765,1
29.292,-98.4698,6
36.5789,-98.4623,2
29.428,-98.4621,1
29.4147,-98.4618,1
29.4821,-98.4556,9
29.5476,-98.4251,3
29.6409,-98.4159,2
30.2769,-98.412,1
29.5834,-98.3994,9
29.4889,-98.3987,5
34.6087,-98.3903,5
40.5861,-98.3884,2
29.4486,-98.3842,2
29.319,-98.3659,3
29.5559,-98.3652,2
29.5157,-98.3626,2
26.1788,-98.3595,18
30.2198,-98.3586,4
29.4764,-98.3491,2
40.925,-98.342,2
26.2159,-98.3253,7
29.518,-98.3161,1
29.6532,-98.3143,1
29.5892,-98.2939,3
29.548,-98.2911,6
29.4886,-98.2735,2
30.5782,-98.2728,1
29.5522,-98.2697,1
26.1003,-98.2631,1
26.4628,-98.2568,2
26.1562,-98.2501,2
30.797,-98.2445,2
35.0726,-98.2437,1
35.0583,-98.2424,1
26.2199,-98.239,4
29.393,-98.2372,2
26.2759,-98.233,2
26.2034,-98.23,4
30.7582,-98.2284,2
29.5616,-98.227,4
29.5689,-98.2229,4
26.1546,-98.2045,2
32.2207,-98.2023,3
19.05,-98.2,4
32.2888,-98.1948,3
26.1948,-98.1836,2
29.9105,-98.1723,1
26.3017,-98.1633,2
32.7923,-98.1388,2
29.703,-98.1244,1
26.1837,-98.1231,1
30.0279,-98.1179,5
26.2874,-98.1168,3
29.3563,-98.1156,3
32.8085,-98.1128,1
29.3473,-98.1009,1
39.4073,-98.0881,1
27.7039,-98.0844,2
29.7044,-98.0742,6
26.1629,-98.056,1
32.5226,-98.0483,2
32.351,-98.0214,1
32.2966,-98.0182,1
29.8729,-98.014,25
31.081,-98.0025,3
30.3054,-98,1
26.1722,-97.9812,9
35.4931,-97.9812,6
30.4446,-97.9691,8
36.3981,-97.9662,3
29.2369,-97.96,1
35.851,-97.9515,2
35.0526,-97.9364,2
30.3814,-97.9355,5
35.0583,-97.9347,4
29.5711,-97.9299,1
38.0608,-97.9298,1
26.1884,-97.9232,1
30.5423,-97.9176,2
35.9814,-97.9112,1
31.1241,-97.9031,6
32.8524,-97.8939,3
30.1725,-97.8879,2
30.3205,-97.8759,2
29.9983,-97.8715,2
32.9842,-97.8713,2
30.27,-97.8662,1
30.2076,-97.8587,7
29.9893,-97.8572,11
31.0291,-97.8535,5
30.5788,-97.8531,1
34.4926,-97.8523,7
34.4853,-97.8522,14
22.3,-97.85,2
33.559,-97.8487,2
30.3703,-97.8454,2
30.0852,-97.8403,1
30.0787,-97.8341,5
26.1653,-97.8241,3
30.1678,-97.8225,12
30.5052,-97.8203,10
30.2955,-97.8133,11
30.4998,-97.8082,19
30.2058,-97.8002,13
30.4154,-97.7982,5
32.4272,-97.7982,1
32.7593,-97.7973,5
32.4421,-97.7942,4
32.7546,-97.7876,11
32.6847,-97.7808,1
30.3389,-97.7707,5
35.5331,-97.7707,6
36.4486,-97.7697,1
30.2414,-97.7687,17
30.2966,-97.7663,4
35.5067,-97.7625,3
35.3798,-97.7598,3
27.647,-97.7579,1
30.4549,-97.7565,12
31.0043,-97.7543,4
30.4,-97.7528,17
30.692,-97.7518,1
28.4008,-97.7483,4
30.2672,-97.7431,163
27.7604,-97.7429,1
30.2678,-97.7426,14
31.2164,-97.7418,7
26.1976,-97.7405,3
30.176,-97.7373,4
30.2961,-97.7369,45
30.3544,-97.7344,1
31.113,-97.7291,1
30.5321,-97.7286,5
31.1171,-97.7278,20
30.4308,-97.7213,4
30.2312,-97.717,19
32.9559,-97.7144,2
30.2643,-97.7138,3
28.8833,-97.713,1
30.2941,-97.7097,1
30.384,-97.7073,18
38.3769,-97.7037,1
32.8392,-97.7033,2
26.1906,-97.6961,6
30.4564,-97.6938,2
38.6237,-97.6876,1
33.1501,-97.6873,2
30.3042,-97.6857,13
26.2454,-97.6836,6
30.5083,-97.6789,18
29.8973,-97.6783,2
30.6327,-97.6772,10
30.3796,-97.6757,2
31.1062,-97.6708,2
35.124,-97.6707,1
31.0835,-97.6597,10
35.1378,-97.6581,1
35.4835,-97.654,3
30.366,-97.6437,4
26.0989,-97.6432,1
35.5185,-97.6428,7
31.0536,-97.6421,4
29.6866,-97.6395,1
35.5752,-97.6385,3
35.6164,-97.6369,5
30.5174,-97.6304,16
30.4394,-97.62,7
35.5423,-97.6189,5
32.5326,-97.6178,4
30.2922,-97.6172,1
37.5404,-97.6164,2
38.8522,-97.6142,2
32.6655,-97.6125,2
30.2461,-97.6104,1
30.6568,-97.6026,30
32.696,-97.6022,2
35.2323,-97.6008,1
35.2473,-97.5998,1
30.4416,-97.5986,10
30.1518,-97.5904,1
32.9024,-97.5891,4
33.2343,-97.5861,4
30.6535,-97.5828,2
30.9287,-97.5819,1
31.7824,-97.5767,2
35.708,-97.5749,16
35.5151,-97.5741,6
35.5798,-97.5731,10
35.4202,-97.5727,1
29.926,-97.5644,4
35.5464,-97.5626,8
35.327,-97.5551,1
30.5543,-97.552,2
30.5427,-97.5467,1
32.8951,-97.5459,10
32.6423,-97.5448,4
25.976,-97.542,6
32.2847,-97.5392,14
35.4807,-97.5367,2
35.5154,-97.5276,2
35.3848,-97.5274,3
32.449,-97.5267,1
35.4654,-97.5218,1
35.5874,-97.5218,2
35.4707,-97.5205,9
32.7792,-97.5195,14
35.4676,-97.5164,78
35.2222,-97.5126,13
31.045,-97.5087,4
37.505,-97.5067,1
25.9017,-97.4975,5
27.6764,-97.4937,5
30.0942,-97.4918,2
34.2332,-97.4878,2
35.428,-97.4878,1
33.0012,-97.4845,1
35.3917,-97.4816,1
37.6936,-97.4804,2
35.6165,-97.4789,14
35.6528,-97.4781,12
33.1013,-97.4771,1
35.3339,-97.477,10
26.0717,-97.4764,1
29.4529,-97.4757,2
25.9825,-97.4725,1
33.0535,-97.472,2
31.056,-97.4644,1
35.5825,-97.4628,1
35.4765,-97.4626,3
32.7235,-97.4625,22
35.2523,-97.4603,4
35.2086,-97.4445,20
27.7693,-97.444,1
37.6585,-97.4419,7
37.7014,-97.4405,3
35.2226,-97.4395,18
37.615,-97.4346,1
32.8351,-97.4318,4
35.7107,-97.4295,25
32.9083,-97.4283,5
34.119,-97.4273,1
35.8789,-97.4253,1
35.4002,-97.4182,1
42.0283,-97.417,1
32.6709,-97.4157,7
32.5838,-97.4142,3
35.233,-97.4122,26
37.281,-97.4122,1
30.5708,-97.4094,1
31.1064,-97.4071,1
27.6851,-97.4003,1
27.7676,-97.3989,1
35.4605,-97.3974,5
32.7807,-97.3972,4
27.8006,-97.3964,7
35.1392,-97.3948,3
32.6158,-97.3941,5
32.7007,-97.3878,5
32.3476,-97.3867,1
27.7321,-97.3847,3
32.6586,-97.3842,22
32.98,-97.3831,1
32.7406,-97.3802,14
37.7035,-97.3798,1
32.2335,-97.3745,1
30.5852,-97.3738,3
30.3497,-97.3703,2
37.6681,-97.37,2
37.6128,-97.3664,4
32.579,-97.3625,2
32.8813,-97.3622,7
31.3082,-97.3614,1
35.0137,-97.3611,1
27.6637,-97.3604,1
31.1296,-97.3595,1
32.8005,-97.3586,6
35.334,-97.3534,1
32.9749,-97.3478,1
30.3368,-97.3446,1
31.0982,-97.3428,7
27.702,-97.3424,1
35.4623,-97.3419,1
32.7124,-97.3386,7
37.6875,-97.338,2
37.6922,-97.3375,17
32.3585,-97.3337,7
32.7587,-97.3321,9
32.6821,-97.3312,8
35.4061,-97.3291,1
30.1406,-97.3275,5
25.9509,-97.3254,5
27.8773,-97.3239,1
32.6388,-97.3232,2
32.7257,-97.3214,4
32.7254,-97.3208,209
32.5421,-97.3208,5
37.6639,-97.3162,2
32.9498,-97.3156,6
37.5978,-97.3132,2
27.6349,-97.3129,2
33.0945,-97.3118,13
32.5305,-97.3076,12
32.7821,-97.298,4
33.0848,-97.2961,3
32.7714,-97.2915,55
32.8524,-97.288,24
37.7068,-97.2787,4
37.7521,-97.2782,1
37.6683,-97.2773,1
32.6192,-97.2755,3
29.1159,-97.2712,1
32.7996,-97.2692,1
35.4976,-97.2689,1
37.5456,-97.2689,2
32.725,-97.2679,4
32.8034,-97.2665,6
35.4568,-97.2652,3
31.5105,-97.2645,4
32.6909,-97.2638,1
32.7556,-97.2619,7
31.2946,-97.2522,2
32.9346,-97.2517,77
32.9342,-97.2515,25
32.8673,-97.2486,9
31.0676,-97.2311,2
32.8343,-97.2289,37
37.5629,-97.2285,4
32.6468,-97.2258,3
33.004,-97.2258,3
37.7083,-97.2251,4
37.672,-97.223,1
33.0217,-97.2224,6
32.7492,-97.2205,18
32.8659,-97.2176,20
37.7816,-97.2167,1
31.2653,-97.2163,1
32.8008,-97.2126,10
32.4065,-97.2117,12
31.6213,-97.2101,2
26.0734,-97.2086,2
31.506,-97.205,3
27.865,-97.2001,1
31.4624,-97.1958,1
31.4507,-97.1909,2
32.6902,-97.1908,14
31.5373,-97.1884,8
26.2394,-97.1853,5
33.1212,-97.1834,10
32.7632,-97.1768,3
32.8638,-97.1757,6
32.8151,-97.1734,21
32.8235,-97.1706,16
32.6615,-97.1694,19
49.8833,-97.1667,9
33.1088,-97.1665,20
33.7009,-97.1629,7
32.7208,-97.1626,9
37.7558,-97.1621,1
33.2389,-97.1611,1
31.5551,-97.1604,1
34.1894,-97.1603,8
32.881,-97.155,6
32.6287,-97.1549,3
36.7164,-97.1536,1
32.9516,-97.1515,18
47.8719,-97.1503,1
33.2201,-97.1502,22
32.7597,-97.147,10
31.5493,-97.1467,8
32.8918,-97.1467,5
32.8312,-97.1441,4
34.1743,-97.1436,1
32.844,-97.1431,20
34.3145,-97.1428,2
32.5632,-97.1417,21
31.9969,-97.1374,2
37.7139,-97.1364,1
32.9412,-97.1342,2
32.8523,-97.1342,25
33.2148,-97.1331,104
35.5018,-97.1324,1
32.5702,-97.1313,39
33.1834,-97.1264,17
34.5045,-97.1195,1
33.029,-97.1123,12
33.2324,-97.1108,16
32.7357,-97.1081,120
32.8101,-97.1061,7
31.7828,-97.1016,1
32.7814,-97.0997,11
31.6286,-97.0989,18
33.0146,-97.097,13
28.038,-97.0937,4
31.4789,-97.0926,4
32.6206,-97.0909,7
33.1464,-97.0902,20
32.6585,-97.0898,6
32.6916,-97.0888,11
32.8371,-97.082,24
32.8592,-97.0819,15
32.9234,-97.081,62
32.7243,-97.0805,13
41.507,-97.0793,1
32.9343,-97.0781,6
32.4352,-97.0767,1
32.7575,-97.076,4
40.7779,-97.073,3
33.077,-97.0702,21
33.0294,-97.0687,28
33.2077,-97.0612,8
36.1156,-97.0584,4
36.1885,-97.0574,8
32.842,-97.0519,5
47.9253,-97.0328,2
36.0751,-97.0312,10
33.1193,-97.0256,1
32.6606,-97.0249,63
47.93,-97.0245,1
42.2306,-97.0178,1
28.7466,-97.0165,3
32.9546,-97.015,10
33.1161,-97.0118,7
28.9235,-97.0063,5
28.8053,-97.0036,8
38,-97,1696
32.746,-96.9978,75
32.4824,-96.9945,8
33.0462,-96.9942,38
33.0306,-96.9926,52
32.7209,-96.9912,6
32.8791,-96.9898,9
36.0937,-96.9875,13
32.468,-96.9873,1
33.3043,-96.9861,2
32.9193,-96.982,30
28.8067,-96.9816,2
33.0433,-96.9814,2
32.9588,-96.9812,19
32.5901,-96.9676,7
32.6399,-96.9661,3
35.3143,-96.966,1
32.8256,-96.9615,16
32.85,-96.9613,19
34.4847,-96.9586,2
37.6663,-96.9572,1
32.5885,-96.9561,10
32.7781,-96.9555,12
33.2637,-96.9528,7
32.814,-96.9489,77
32.7881,-96.9431,11
35.3981,-96.9398,2
32.8795,-96.9398,22
33.1626,-96.9375,4
35.2578,-96.9367,3
30.1827,-96.9364,1
32.6811,-96.9321,2
46.8914,-96.9294,1
35.3273,-96.9253,5
33.4668,-96.9183,1
33.1809,-96.9177,11
32.6607,-96.9171,6
33.3635,-96.917,1
32.6323,-96.9125,9
32.6518,-96.9083,21
33.6562,-96.9069,1
32.7371,-96.9055,1
33.0735,-96.9032,15
33.0035,-96.9,49
32.9245,-96.8938,12
32.9478,-96.8915,44
32.9537,-96.8903,34
33.089,-96.8864,17
46.7921,-96.8827,5
32.7757,-96.8826,1
29.9409,-96.8772,1
29.9055,-96.8766,1
32.7077,-96.8741,4
32.8928,-96.8708,5
32.8574,-96.8706,2
32.8148,-96.8705,2
33.0341,-96.8705,13
32.6042,-96.8653,16
32.5899,-96.8569,5
33.1499,-96.8555,29
32.3865,-96.8483,4
32.8326,-96.8467,2
33.0017,-96.8441,43
32.7107,-96.8437,3
32.6583,-96.8397,2
43.5042,-96.8391,2
32.7528,-96.8383,9
32.9299,-96.8353,32
39.0286,-96.8314,1
32.9603,-96.83,11
32.9618,-96.8292,14
46.8543,-96.8284,7
33.1507,-96.8236,19
32.7825,-96.8207,14
32.812,-96.8143,16
33.0347,-96.8134,35
33.0812,-96.8133,24
32.948,-96.8132,44
33.2617,-96.8117,2
32.7831,-96.8067,509
37.8467,-96.8055,2
32.5227,-96.8048,3
32.5176,-96.8044,5
32.7791,-96.8028,5
33.2362,-96.8011,2
32.7877,-96.8,12
32.9689,-96.7991,21
32.9013,-96.7936,9
32.8334,-96.7936,32
32.865,-96.7914,4
46.8772,-96.7898,1
32.8019,-96.7883,16
32.3694,-96.7873,23
32.9358,-96.7853,10
33.3246,-96.7844,1
32.9988,-96.7831,6
32.6268,-96.7784,4
32.7673,-96.7776,30
35.1304,-96.7759,1
32.9168,-96.7746,4
32.8339,-96.7715,25
33.1356,-96.769,18
32.7155,-96.7684,4
46.8738,-96.7676,2
32.7516,-96.7646,2
40.7908,-96.763,2
35.3035,-96.7611,2
32.5921,-96.7561,1
35.9592,-96.7554,2
33.0952,-96.7524,41
33.336,-96.7491,1
32.8266,-96.7467,3
32.8731,-96.7459,5
32.5803,-96.744,6
33.02,-96.7419,20
32.9722,-96.7376,51
32.9143,-96.7366,17
43.519,-96.7322,1
33.0559,-96.7311,23
32.9482,-96.7297,50
33.6383,-96.7245,2
35.5009,-96.7225,1
33.8157,-96.7156,1
32.9513,-96.7154,27
34.8058,-96.7046,2
32.8796,-96.7043,5
43.5954,-96.7017,2
43.55,-96.7003,1
28.601,-96.699,3
33.0198,-96.6989,115
32.8377,-96.6985,4
33.1769,-96.6985,14
33.1122,-96.6938,9
30.5313,-96.693,2
33.2542,-96.6863,6
32.6971,-96.6857,11
32.7732,-96.6851,5
39.2483,-96.6849,2
32.8254,-96.6831,7
30.0498,-96.6778,1
32.9153,-96.677,8
40.8254,-96.6749,1
32.6008,-96.6734,1
33.0362,-96.6712,23
33.1032,-96.6706,15
33.7593,-96.6694,2
32.4312,-96.6678,2
40.8,-96.667,12
32.9914,-96.6645,6
40.853,-96.6534,2
32.8756,-96.6482,6
40.7336,-96.6394,1
32.9126,-96.6389,45
43.5506,-96.6363,1
35.2445,-96.634,3
32.8195,-96.6338,27
32.3293,-96.6253,5
32.7673,-96.6247,10
32.9579,-96.6236,31
41.2114,-96.6203,1
33.0149,-96.6192,5
32.9317,-96.6162,25
33.1976,-96.6153,12
32.67,-96.6128,2
32.7194,-96.6125,2
33.5087,-96.6122,1
33.0856,-96.6115,21
33.6357,-96.6089,14
33.7762,-96.6067,1
32.7668,-96.5992,25
30.8785,-96.593,1
32.862,-96.5926,25
32.3242,-96.5873,10
33.1884,-96.5858,9
32.9685,-96.5821,13
33.2859,-96.5728,2
32.8916,-96.5684,9
32.7244,-96.565,5
32.9029,-96.5639,4
28.6797,-96.5602,1
33.2747,-96.5532,1
32.9367,-96.549,15
33.349,-96.5486,1
33.596,-96.5454,7
33.0151,-96.5389,6
32.6396,-96.5383,2
33.0162,-96.5382,29
33.3398,-96.5289,4
39.1023,-96.5246,17
31.5116,-96.5223,1
33.1801,-96.498,1
30.6913,-96.4887,3
33.1494,-96.4833,1
29.9024,-96.4806,1
41.4803,-96.4728,1
32.7482,-96.4719,10
32.0954,-96.4689,2
32.9312,-96.4597,16
42.4555,-96.4535,2
32.738,-96.4463,3
32.949,-96.4345,12
32.5927,-96.4314,5
33.9022,-96.4143,1
32.8685,-96.4031,12
33.0455,-96.403,1
33.2979,-96.4017,1
42.5352,-96.4011,4
42.4925,-96.3987,1
33.5129,-96.3925,1
33.995,-96.3917,4
30.6791,-96.3908,1
30.1991,-96.3878,1
33.0423,-96.3739,1
33.994,-96.3708,1
30.6744,-96.37,26
30.6343,-96.363,1
30.7934,-96.3618,3
36.1334,-96.3545,1
33.1756,-96.3441,3
30.6521,-96.341,7
33.4307,-96.3386,1
30.628,-96.3344,43
32.9751,-96.3325,5
32.1176,-96.3239,1
30.6583,-96.3238,1
42.4632,-96.322,2
30.6131,-96.3217,27
32.9478,-96.3139,1
33.0612,-96.3072,1
36.7643,-96.3008,1
32.7516,-96.2857,3
30.567,-96.2837,17
32.3605,-96.2813,4
32.736,-96.2753,4
32.5686,-96.2676,1
33.3872,-96.2665,2
33.7736,-96.2582,1
29.9502,-96.2572,1
41.1408,-96.2397,1
28.856,-96.2352,1
36.0797,-96.2178,2
38.427,-96.2103,1
41.538,-96.1944,4
41.2085,-96.1939,1
41.2616,-96.182,1
33.5773,-96.1783,1
41.2993,-96.1666,1
41.1587,-96.1385,1
32.9104,-96.1355,5
33.1854,-96.1272,7
41.2307,-96.1178,3
41.2628,-96.1164,2
33.1384,-96.1108,2
41.3069,-96.1064,2
29.3116,-96.1027,1
32.3665,-96.1008,3
46.2697,-96.0874,3
32.2568,-96.0822,1
30.0974,-96.0783,1
39.1942,-96.0711,1
36.7503,-96.0705,3
33.0511,-96.0699,7
41.1765,-96.0613,4
41.1172,-96.0611,3
41.2615,-96.0527,3
41.2349,-96.049,1
41.2987,-96.0467,1
36.1823,-96.0429,1
41.1544,-96.0422,3
41.1839,-96.0311,1
36.0454,-96.0203,1
35.9261,-96.0193,1
35.9554,-96.0089,1
32.7093,-96.0083,1
32.3071,-96.0066,1
36.3684,-96.0014,1
41.2629,-96.0009,3
41.239,-95.9994,1
41.1206,-95.9951,2
36.154,-95.9928,43
36.142,-95.9921,1
30.0828,-95.9863,2
36.1907,-95.9821,4
36.7473,-95.9808,4
36.0229,-95.9683,1
41.295,-95.9658,1
36.0971,-95.9627,8
41.1767,-95.9563,1
36.1467,-95.9555,10
36.1263,-95.9474,2
36.0617,-95.9442,4
41.2586,-95.9378,7
36.0173,-95.9357,3
41.1105,-95.934,4
36.0986,-95.9288,5
39.0071,-95.9231,2
32.1223,-95.9227,2
33.2844,-95.9206,1
36.1467,-95.9045,1
33.2471,-95.9,5
36.7281,-95.8997,10
29.69,-95.8997,1
41.1425,-95.8951,1
36.7114,-95.894,1
36.099,-95.8891,1
36.0402,-95.8796,5
35.9221,-95.8776,2
29.5272,-95.8764,2
41.2324,-95.8762,5
32.9315,-95.8714,1
36.1288,-95.8711,1
41.2619,-95.8608,1
32.2049,-95.8555,1
36.2695,-95.8547,2
30.0269,-95.8444,2
38.9641,-95.8392,1
29.8676,-95.8343,1
29.7397,-95.8302,9
36.3887,-95.8301,2
36.2643,-95.8277,11
29.7858,-95.8244,12
35.9765,-95.8152,1
29.5572,-95.8086,1
36.0607,-95.8064,9
36.0526,-95.7908,8
44.4469,-95.7883,1
39.1393,-95.7711,1
32.8746,-95.7655,3
29.5822,-95.7608,6
32.8391,-95.7591,1
30.2094,-95.7508,2
29.9607,-95.7409,6
37.2041,-95.7386,1
29.8321,-95.7346,1
29.7449,-95.7311,6
30.1598,-95.725,1
30.4349,-95.7119,2
32.6735,-95.7094,1
37.2242,-95.7083,1
32.446,-95.7039,4
41.2468,-95.7001,3
29.9691,-95.6972,4
30.3883,-95.6963,1
29.5016,-95.689,1
30.0573,-95.6828,2
39.0483,-95.678,7
30.3083,-95.6747,1
30.2035,-95.6633,1
29.8327,-95.6627,1
29.9878,-95.655,5
29.6919,-95.6512,3
29.9156,-95.6491,5
29.6197,-95.635,10
29.5557,-95.6335,9
29.6237,-95.6322,1
31.7621,-95.6308,1
39.0401,-95.6306,1
30.0972,-95.6161,5
36.3126,-95.6161,3
29.751,-95.613,3
29.775,-95.613,2
41.8641,-95.6049,2
36.3555,-95.6029,1
33.6201,-95.6003,14
33.1482,-95.5996,8
30.0872,-95.588,1
29.817,-95.5811,2
39.0481,-95.5791,1
29.9779,-95.577,2
32.9304,-95.575,1
29.8724,-95.57,4
29.7419,-95.5643,4
29.6283,-95.5624,2
36.0271,-95.5576,5
33.6609,-95.5555,1
30.6518,-95.5543,2
32.9117,-95.5519,1
30.7235,-95.5508,1
29.9266,-95.5429,5
30.213,-95.5386,1
29.8688,-95.538,1
29.6186,-95.5377,2
30.0378,-95.5326,3
29.6939,-95.5261,3
29.5288,-95.5252,5
30.3217,-95.5242,2
29.7397,-95.5238,2
29.8176,-95.5208,1
29.6059,-95.5129,1
30.1766,-95.5101,7
29.7686,-95.5044,4
29.8048,-95.4909,2
29.7482,-95.4909,3
30.005,-95.488,1
29.6735,-95.4793,1
30.0549,-95.4771,1
29.8301,-95.4739,1
29.7078,-95.4737,1
29.0322,-95.4699,3
30.141,-95.4694,1
30.2264,-95.4692,2
29.7489,-95.4678,5
29.58,-95.4663,1
33.6474,-95.4653,4
29.9846,-95.4593,2
29.7058,-95.4588,1
30.3119,-95.4561,17
29.1851,-95.4554,2
29.8813,-95.4541,3
29.4185,-95.4525,1
30.0016,-95.4475,5
29.834,-95.4342,8
29.7322,-95.4339,1
29.1694,-95.4319,2
30.3079,-95.4315,1
29.6807,-95.4311,1
32.835,-95.423,1
32.6746,-95.4217,1
29.7987,-95.4192,1
29.7176,-95.4188,7
30.0799,-95.4172,29
29.7527,-95.4099,9
29.6789,-95.4081,3
29.7709,-95.4072,1
29.9342,-95.4057,3
29.7079,-95.401,8
29.0247,-95.3988,1
30.0028,-95.3963,3
32.3016,-95.3956,1
32.2259,-95.3883,2
29.7395,-95.3879,1
33.6615,-95.3858,2
29.8611,-95.3844,1
29.0655,-95.3828,1
30.0684,-95.3727,10
33.6897,-95.3693,1
29.7523,-95.367,67
30.2189,-95.3634,3
29.7633,-95.3633,196
29.7539,-95.3603,1
30.0983,-95.357,4
32.204,-95.3486,2
38.985,-95.3436,1
32.1097,-95.3386,1
29.911,-95.3379,2
29.5447,-95.337,3
32.3656,-95.31,1
32.3513,-95.3011,20
30.0041,-95.2984,1
29.8557,-95.2961,1
32.2313,-95.2958,10
32.318,-95.2921,14
29.5636,-95.2861,10
32.9157,-95.2805,1
38.9525,-95.2756,1
29.9988,-95.2622,9
30.0336,-95.261,5
29.6836,-95.2565,1
29.3656,-95.2525,1
32.6289,-95.2482,1
29.4239,-95.2441,1
38.9717,-95.2352,4
29.6608,-95.2286,1
32.2268,-95.2255,1
32.2159,-95.2248,4
29.5878,-95.2241,2
30.054,-95.223,10
29.6911,-95.2091,5
32.4218,-95.2056,2
29.7182,-95.2043,2
29.5294,-95.201,8
36.9002,-95.2008,1
29.6469,-95.1915,9
29.5142,-95.1903,2
33.01,-95.1829,1
32.4896,-95.1672,1
42.6765,-95.1615,1
30.0602,-95.1604,1
29.7672,-95.1589,2
29.7056,-95.1559,1
30.1873,-95.1469,2
46.4851,-95.1448,1
29.6446,-95.1374,3
38.3667,-95.1269,1
31.0549,-95.1258,1
29.7052,-95.1238,1
29.6877,-95.1157,1
29.5074,-95.0949,1
29.5672,-95.0925,1
29.5075,-95.0895,10
30.3413,-95.0855,1
29.9119,-95.0622,2
29.6883,-95.0608,2
29.8188,-95.056,1
33.6107,-95.0527,2
29.5813,-95.0273,5
29.5641,-95.0255,3
29.6658,-95.0194,5
29.4568,-95.0185,3
41.4036,-95.0139,1
60,-95,42
32.7734,-94.9889,5
39.2956,-94.9803,1
29.8031,-94.9802,2
29.7355,-94.9774,5
35.9154,-94.97,1
33.1568,-94.9683,1
35.9582,-94.9624,1
38.8077,-94.9452,1
32.5365,-94.9427,3
29.4081,-94.9078,1
29.7709,-94.9071,1
38.8853,-94.8902,3
37.1493,-94.8893,1
36.8994,-94.8785,1
32.5279,-94.8613,1
39.7686,-94.8466,6
31.3518,-94.8355,5
39.166,-94.8264,1
38.8814,-94.8191,2
31.9743,-94.8138,1
39.7581,-94.8097,2
39.7349,-94.8066,1
39.7945,-94.8042,1
29.3013,-94.7977,2
32.5129,-94.7954,3
38.9506,-94.7791,1
38.8518,-94.7786,1
38.9499,-94.7453,7
32.2441,-94.7448,1
30.0929,-94.7425,2
32.5007,-94.7405,19
39.0147,-94.7395,1
38.9536,-94.7336,4
39.7265,-94.7322,2
31.3382,-94.7291,1
39.0417,-94.7202,2
32.5832,-94.7148,8
39.0184,-94.709,1
32.5051,-94.7066,1
38.8998,-94.7052,1
32.3994,-94.7049,1
38.8628,-94.7004,1
47.5036,-94.685,1
37.3506,-94.6819,3
38.9593,-94.6811,2
39.0241,-94.6714,2
38.9822,-94.6708,6
38.8561,-94.6679,2
39.0278,-94.6558,1
31.6035,-94.6555,1
38.9552,-94.6449,1
32.4519,-94.6414,4
