latitude,longitude,count,city,state,zip,country
29.5405,-95.3208,2,Pearland,TX,77584,US
36.2921,-95.3129,1,Pryor,OK,74361,US
32.2768,-95.3031,5,Tyler,TX,75703,US
38.9407,-95.2779,1,Lawrence,KS,66047,US
29.5617,-95.2721,4,Pearland,TX,77581,US
31.9618,-95.2703,1,Jacksonville,TX,75766,US
29.9507,-95.2622,3,Humble,TX,77396,US
29.412,-95.2515,3,Alvin,TX,77511,US
33.6627,-95.2385,1,Detroit,TX,75436,US
36.2925,-95.2228,1,Pryor,OK,74362,US
29.594,-95.2218,1,Houston,TX,77089,US
30.0563,-95.2107,3,Humble,TX,77339,US
39.0289,-95.2086,1,Lawrence,KS,66044,US
32.3038,-95.1927,2,Tyler,TX,75707,US
29.6501,-95.1885,2,Pasadena,TX,77504,US
29.5224,-95.1879,6,Friendswood,TX,77546,US
29.7853,-95.1852,1,Houston,TX,77015,US
30.0566,-95.1707,6,Humble,TX,77345,US
29.6518,-95.1464,1,Pasadena,TX,77505,US
29.5564,-95.144,1,Webster,TX,77598,US
29.5721,-95.1303,3,Houston,TX,77062,US
29.6826,-95.1222,1,Deer Park,TX,77536,US
29.5975,-95.1134,1,Houston,TX,77059,US
29.5716,-95.0998,1,Houston,TX,77058,US
29.5173,-95.0963,13,League City,TX,77573,US
29.9249,-95.0578,1,Crosby,TX,77532,US
29.5832,-95.037,2,Seabrook,TX,77586,US
29.4585,-95.0345,1,Dickinson,TX,77539,US
30.33,-95.0202,1,Cleveland,TX,77327,US
41.4003,-95.0101,1,Atlantic,IA,50022,US
29.3398,-94.9926,1,Hitchcock,TX,77563,US
33.1733,-94.9695,1,Mount Pleasant,TX,75455,US
32.6044,-94.8491,4,Gilmer,TX,75645,US
32.5251,-94.799,7,Longview,TX,75604,US
29.2983,-94.793,4,Galveston,TX,77550,US
32.5547,-94.7767,6,Longview,TX,75605,US
36.5929,-94.7565,1,Grove,OK,74344,US
37.0281,-94.7393,1,Baxter Springs,KS,66713,US
38.9273,-94.7143,2,Shawnee Mission,KS,66210,US
38.8636,-94.7103,1,Shawnee Mission,KS,66221,US
31.6737,-94.6932,2,Nacogdoches,TX,75964,US
39.1375,-94.6792,1,Kansas City,KS,66104,US
32.3266,-94.596,1,Tatum,TX,75691,US
39.0565,-94.5929,1,Kansas City,MO,64111,US
39.2133,-94.5743,2,Kansas City,MO,64118,US
39.2758,-94.5704,1,Kansas City,MO,64155,US
36.4794,-94.4521,1,Sulphur Springs,AR,72768,US
30.5185,-94.4458,1,Village Mills,TX,77663,US
35.9569,-94.4272,2,Lincoln,AR,72744,US
35.3653,-94.411,5,Fort Smith,AR,72901,US
35.3219,-94.4028,8,Fort Smith,AR,72908,US
31.8841,-94.3967,1,Timpson,TX,75975,US
35.4051,-94.3872,1,Fort Smith,AR,72904,US
35.3427,-94.3784,6,Fort Smith,AR,72903,US
30.1491,-94.3733,1,Sour Lake,TX,77659,US
35.454,-94.3278,4,Van Buren,AR,72956,US
36.0877,-94.3093,2,Fayetteville,AR,72704,US
30.085,-94.2607,1,Beaumont,TX,77713,US
35.1955,-94.253,1,Greenwood,AR,72936,US
36.3577,-94.2224,1,Bentonville,AR,72712,US
30.2818,-94.2191,7,Lumberton,TX,77657,US
35.5,-94.2073,1,Alma,AR,72921,US
33.4113,-94.1774,1,Texarkana,TX,75501,US
36.1835,-94.1762,2,Springdale,AR,72762,US
30.0686,-94.1755,1,Beaumont,TX,77707,US
36.0992,-94.1716,8,Fayetteville,AR,72703,US
30.0948,-94.1648,6,Beaumont,TX,77706,US
36.3169,-94.1545,1,Rogers,AR,72758,US
36.052,-94.1534,3,Fayetteville,AR,72701,US
36.3363,-94.1148,3,Rogers,AR,72756,US
36.2433,-94.0827,2,Lowell,AR,72745,US
44.1538,-93.996,1,Mankato,MN,56001,US
36.5807,-93.992,1,Washburn,MO,65772,US
35.5172,-93.9885,1,Mulberry,AR,72947,US
29.9212,-93.927,2,Port Arthur,TX,77642,US
30.0709,-93.8659,4,Orange,TX,77630,US
30.0631,-93.8599,1,Orangefield,TX,77639,US
37.1045,-93.7976,1,Mount Vernon,MO,65712,US
45.3506,-93.7399,2,Big Lake,MN,55309,US
32.3912,-93.7116,2,Shreveport,LA,71106,US
42.0486,-93.6945,1,Ames,IA,50014,US
41.7549,-93.6893,1,Polk City,IA,50226,US
32.3401,-93.6092,1,Shreveport,LA,71115,US
42.0379,-93.6003,1,Ames,IA,50010,US
44.9847,-93.5422,2,Wayzata,MN,55391,US
35.4908,-93.4911,2,Clarksville,AR,72830,US
37.123,-93.48,2,Republic,MO,65738,US
37.6085,-93.4126,1,Bolivar,MO,65613,US
43.6537,-93.3707,1,Albert Lea,MN,56007,US
44.8735,-93.3346,1,Minneapolis,MN,55435,US
37.1136,-93.2896,4,Springfield,MO,65810,US
44.6749,-93.2578,1,Lakeville,MN,55044,US
44.8756,-93.2553,1,Minneapolis,MN,55423,US
37.1654,-93.2522,3,Springfield,MO,65804,US
44.786,-93.2202,1,Saint Paul,MN,55122,US
44.9779,-93.2199,1,Minneapolis,MN,55414,US
37.1852,-93.2057,2,Springfield,MO,65809,US
37.0169,-93.2022,3,Ozark,MO,65721,US
43.1499,-93.1954,1,Mason City,IA,50401,US
45.0788,-93.1872,2,Saint Paul,MN,55112,US
34.4689,-93.043,1,Hot Springs National Park,AR,71913,US
34.5268,-92.9587,1,Hot Springs National Park,AR,71901,US
42.7615,-92.783,1,Allison,IA,50602,US
34.7076,-92.466,2,Little Rock,AR,72210,US
42.5241,-92.4497,2,Cedar Falls,IA,50613,US
35.0842,-92.4236,2,Conway,AR,72032,US
42.4778,-92.3661,1,Waterloo,IA,50701,US
38.9348,-92.3639,3,Columbia,MO,65203,US
34.751,-92.3455,2,Little Rock,AR,72205,US
42.5149,-92.3269,1,Waterloo,IA,50703,US
31.2232,-92.3203,1,Pineville,LA,71360,US
38.995,-92.3112,1,Columbia,MO,65202,US
38.9382,-92.3049,1,Columbia,MO,65201,US
34.7363,-92.2741,1,Little Rock,AR,72202,US
32.5317,-92.176,1,West Monroe,LA,71291,US
32.5286,-92.1061,1,Monroe,LA,71201,US
30.2077,-92.0656,3,Lafayette,LA,70506,US
30.1843,-92.0497,1,Lafayette,LA,70503,US
34.9457,-92.0318,1,Cabot,AR,72023,US
30.1582,-92.0236,4,Lafayette,LA,70508,US
37.9008,-91.8807,1,Newburg,MO,65550,US
30.001,-91.82,2,New Iberia,LA,70560,US
30.0245,-91.7496,1,New Iberia,LA,70563,US
41.7443,-91.6061,1,North Liberty,IA,52317,US
41.6649,-91.5151,1,Iowa City,IA,52245,US
40.633,-91.3398,1,Fort Madison,IA,52627,US
30.1018,-90.997,2,Donaldsonville,LA,70346,US
30.3073,-90.9405,1,Prairieville,LA,70769,US
30.6085,-90.9038,1,Denham Springs,LA,70706,US
30.459,-90.9027,3,Denham Springs,LA,70726,US
30.5247,-90.8557,1,Walker,LA,70785,US
30.2716,-90.7043,1,Maurepas,LA,70449,US
42.515,-90.6819,2,Dubuque,IA,52001,US
41.4913,-90.5648,1,Rock Island,IL,61201,US
38.577,-90.5255,2,Ballwin,MO,63021,US
36.7662,-90.4166,1,Poplar Bluff,MO,63901,US
38.5893,-90.3481,1,Saint Louis,MO,63119,US
38.5855,-90.2929,1,Saint Louis,MO,63109,US
38.5814,-90.2625,1,Saint Louis,MO,63116,US
32.3184,-90.2446,2,Jackson,MS,39209,US
29.9871,-90.1695,1,Metairie,LA,70001,US
32.2604,-90.0897,3,Jackson,MS,39208,US
29.9686,-90.0646,1,New Orleans,LA,70116,US
29.8872,-90.0331,1,Gretna,LA,70056,US
38.7609,-89.9706,2,Glen Carbon,IL,62034,US
35.1845,-89.8574,1,Memphis,TN,38134,US
35.2752,-89.7295,1,Arlington,TN,38002,US
39.8317,-89.6465,1,Springfield,IL,62702,US
43.0321,-89.4993,1,Madison,WI,53719,US
31.5285,-89.4816,1,Seminary,MS,39479,US
40.6148,-89.4604,1,Morton,IL,61550,US
39.8563,-89.4603,1,Dawson,IL,62520,US
43.0356,-89.4526,1,Madison,WI,53711,US
39.7778,-89.4064,1,Mechanicsburg,IL,62545,US
31.5797,-89.2231,1,Ellisville,MS,39437,US
42.6683,-89.0025,1,Janesville,WI,53546,US
40.4705,-88.9433,1,Bloomington,IL,61704,US
30.4383,-88.8989,1,Diberville,MS,39540,US
33.4255,-88.8791,1,Starkville,MS,39759,US
33.6265,-88.6823,1,West Point,MS,39773,US
41.7691,-88.6448,1,Hinckley,IL,60520,US
41.7593,-88.5376,4,Big Rock,IL,60511,US
41.7741,-88.4397,1,Sugar Grove,IL,60554,US
41.9478,-88.3918,1,Saint Charles,IL,60175,US
42.1641,-88.3064,1,Algonquin,IL,60102,US
36.6099,-88.3032,1,Murray,KY,42071,US
41.4615,-88.2786,1,Minooka,IL,60447,US
43.0128,-88.2705,1,Waukesha,WI,53188,US
43.1441,-88.2271,2,Sussex,WI,53089,US
41.5642,-88.2178,1,Plainfield,IL,60586,US
40.0746,-88.1691,1,Urbana,IL,61802,US
30.6729,-88.1009,4,Mobile,AL,36606,US
41.7862,-88.0879,1,Lisle,IL,60532,US
42.1458,-88.023,1,Palatine,IL,60074,US
43.1624,-87.9898,1,Milwaukee,WI,53223,US
41.5342,-87.8911,1,Mokena,IL,60448,US
43.082,-87.8895,1,Milwaukee,WI,53211,US
42.9105,-87.8646,1,South Milwaukee,WI,53172,US
41.7004,-87.8263,1,Palos Hills,IL,60465,US
41.8744,-87.8106,1,Forest Park,IL,60130,US
41.8925,-87.7895,1,Oak Park,IL,60302,US
41.7143,-87.7516,1,Oak Lawn,IL,60453,US
37.1834,-87.4605,1,Nortonville,KY,42442,US
41.5412,-87.3271,1,Gary,IN,46409,US
30.3737,-87.3126,3,Pensacola,FL,32507,US
35.7173,-86.9048,1,Spring Hill,TN,37174,US
36.1504,-86.7916,1,Nashville,TN,37203,US
35.6354,-86.6836,1,Chapel Hill,TN,37034,US
33.8462,-86.6417,2,Remlap,AL,35133,US
33.6339,-86.5981,1,Trussville,AL,35173,US
34.6679,-86.5603,1,Huntsville,AL,35802,US
42.022,-86.5119,1,Stevensville,MI,49127,US
36.3834,-86.4512,2,Gallatin,TN,37066,US
39.7629,-86.3996,2,Avon,IN,46123,US
39.7902,-85.8141,1,Greenfield,IN,46140,US
38.2149,-85.6245,2,Louisville,KY,40220,US
43.0135,-85.6027,1,Grand Rapids,MI,49525,US
44.8162,-85.5751,1,Traverse City,MI,49696,US
42.3518,-85.5621,1,Kalamazoo,MI,49004,US
38.2651,-85.5582,1,Louisville,KY,40223,US
43.7677,-85.5213,1,Paris,MI,49338,US
43.6897,-85.4797,1,Big Rapids,MI,49307,US
43.6017,-85.4446,1,Stanwood,MI,49346,US
40.6419,-85.2562,1,Poneto,IN,46781,US
40.7368,-85.1622,2,Bluffton,IN,46714,US
41.1465,-85.1232,2,Fort Wayne,IN,46825,US
41.1053,-85.0624,2,Fort Wayne,IN,46815,US
41.359,-85.0468,1,Auburn,IN,46706,US
41.9255,-85.0057,1,Coldwater,MI,49036,US
38.7807,-84.8496,1,Warsaw,KY,41095,US
43.3809,-84.6635,1,Alma,MI,48801,US
34.0287,-84.6047,2,Kennesaw,GA,30144,US
39.1524,-84.5967,1,Cincinnati,OH,45211,US
34.0707,-84.5894,1,Acworth,GA,30102,US
39.2045,-84.5799,1,Cincinnati,OH,45239,US
33.3915,-84.5635,1,Peachtree City,GA,30269,US
34.0378,-84.5038,1,Marietta,GA,30066,US
33.8796,-84.5023,1,Smyrna,GA,30080,US
34.0025,-84.4633,2,Marietta,GA,30062,US
33.7865,-84.4454,1,Atlanta,GA,30318,US
34.1993,-84.4199,1,Canton,GA,30115,US
33.791,-84.3992,1,Atlanta,GA,30363,US
33.786,-84.3514,1,Atlanta,GA,30306,US
30.4874,-84.3189,1,Tallahassee,FL,32303,US
39.3715,-84.2108,1,South Lebanon,OH,45065,US
34.2321,-84.158,1,Cumming,GA,30040,US
33.9845,-84.1529,1,Duluth,GA,30096,US
30.4651,-84.1128,1,Tallahassee,FL,32317,US
33.8635,-84.0081,1,Snellville,GA,30078,US
34.1124,-83.9965,1,Buford,GA,30518,US
43.6088,-83.953,1,Bay City,MI,48706,US
35.998,-83.9152,1,Knoxville,TN,37917,US
41.0449,-83.6457,1,Findlay,OH,45840,US
43.0348,-83.5268,4,Davison,MI,48423,US
42.5961,-83.3819,2,West Bloomfield,MI,48324,US
40.0985,-83.1537,1,Dublin,OH,43016,US
40.0322,-83.1383,1,Hilliard,OH,43026,US
42.6206,-82.9608,1,Clinton Township,MI,48038,US
40.5066,-82.9337,1,Cardington,OH,43315,US
38.5368,-82.9191,2,Greenup,KY,41144,US
42.6442,-82.8985,1,Macomb,MI,48044,US
40.5384,-82.8062,1,Mount Gilead,OH,43338,US
28.031,-82.7239,1,Clearwater,FL,33761,US
36.4715,-82.4834,1,Kingsport,TN,37663,US
28.1801,-82.4169,1,Lutz,FL,33559,US
34.8921,-82.4002,1,Greenville,SC,29609,US
28.1147,-82.3678,1,Tampa,FL,33647,US
28.2059,-82.3063,1,Zephyrhills,FL,33543,US
32.6129,-82.1979,1,Twin City,GA,30471,US
41.3724,-82.1051,1,Elyria,OH,44035,US
41.3187,-81.9344,1,Columbia Station,OH,44028,US
27.9729,-81.8931,1,Lakeland,FL,33812,US
30.2933,-81.5092,4,Jacksonville,FL,32246,US
28.1984,-81.487,1,Kissimmee,FL,34758,US
41.5592,-81.4828,1,Cleveland,OH,44143,US
28.3051,-81.4242,1,Kissimmee,FL,34741,US
28.6255,-81.3646,2,Maitland,FL,32751,US
28.7577,-81.3508,1,Lake Mary,FL,32746,US
41.2491,-81.3383,1,Streetsboro,OH,44241,US
28.8846,-81.3065,1,Debary,FL,32713,US
28.6133,-81.2581,1,Goldenrod,FL,32733,US
35.901,-81.2124,2,Taylorsville,NC,28681,US
36.0788,-81.1781,1,Moravian Falls,NC,28654,US
28.6607,-81.1134,1,Oviedo,FL,32766,US
34.9681,-81.0489,1,Rock Hill,SC,29732,US
42.7693859,-80.9902154,1,Aylmer,ON,N5H 2N2,CA
35.8651,-80.8858,1,Statesville,NC,28625,US
35.584,-80.8685,1,Mooresville,NC,28117,US
35.5774,-80.8226,2,Mooresville,NC,28115,US
35.0552,-80.8195,1,Charlotte,NC,28277,US
35.22,-80.7881,1,Charlotte,NC,28205,US
28.2061,-80.685,1,Melbourne,FL,32940,US
35.1936,-80.6846,1,Charlotte,NC,28227,US
25.4766,-80.4839,1,Homestead,FL,33030,US
37.2563,-80.4347,1,Blacksburg,VA,24060,US
25.7022,-80.2978,1,Miami,FL,33143,US
25.8301,-80.2926,1,Miami,FL,33166,US
26.3033,-80.2415,1,Pompano Beach,FL,33067,US
25.7825,-80.2341,2,Miami,FL,33125,US
40.5,-80.1996,1,Coraopolis,PA,15108,US
26.4116,-80.0928,1,Boca Raton,FL,33487,US
40.4181,-80.0526,1,Pittsburgh,PA,15220,US
32.7993,-80.006,1,Charleston,SC,29407,US
33.9281,-79.7731,1,Scranton,SC,29591,US
43.4325005,-79.6781001,1,Oakville,ON,L6K 2V3,CA
39.9722,-79.6431,1,Dunbar,PA,15431,US
40.1742,-79.5134,1,Mount Pleasant,PA,15666,US
43.8848567,-79.2882759,1,Markham,ON,L3P 7A9,CA
33.9823,-79.1777,1,Aynor,SC,29511,US
35.9203,-79.0372,2,Chapel Hill,NC,27514,US
35.7645,-78.7112,1,Raleigh,NC,27606,US
35.9457,-78.6433,3,Raleigh,NC,27614,US
35.8673,-78.5381,1,Raleigh,NC,27616,US
38.0339,-78.4924,1,Charlottesville,VA,22903,US
42.7249,-78.4347,1,Strykersville,NY,14145,US
35.8321,-78.3174,2,Zebulon,NC,27597,US
38.8674,-77.6445,1,Haymarket,VA,20169,US
43.1317,-77.6062,1,Rochester,NY,14620,US
38.8448,-77.467,1,Centreville,VA,20120,US
34.5426,-77.4038,1,Sneads Ferry,NC,28460,US
42.6404,-77.3901,1,Naples,NY,14512,US
35.5866,-77.3485,1,Greenville,NC,27858,US
38.6356,-77.2683,2,Woodbridge,VA,22191,US
38.7449,-77.237,2,Springfield,VA,22153,US
38.8307,-77.2142,1,Annandale,VA,22003,US
38.7797,-77.1866,2,Springfield,VA,22150,US
38.8191,-77.1484,1,Alexandria,VA,22312,US
38.8149,-77.121,1,Alexandria,VA,22304,US
38.8372,-77.064,1,Alexandria,VA,22305,US
40.2122,-77.0265,1,Mechanicsburg,PA,17050,US
39.7669,-76.8777,1,Glenville,PA,17329,US
39.2892,-76.59,1,Baltimore,MD,21231,US
39.1702,-76.5798,2,Glen Burnie,MD,21060,US
42.4474,-76.4837,1,Ithaca,NY,14853,US
38.2495,-76.4529,1,Lexington Park,MD,20653,US
39.0416,-76.4377,1,Annapolis,MD,21409,US
37.0831,-76.36,2,Hampton,VA,23665,US
36.9356,-76.3034,1,Norfolk,VA,23511,US
39.8757,-75.9214,1,Cochranville,PA,19330,US
41.2208,-75.7736,2,Wilkes Barre,PA,18702,US
40.3205,-75.352,1,Telford,PA,18969,US
40.0825,-75.3044,1,Conshohocken,PA,19428,US
40.2378,-75.2955,2,Lansdale,PA,19446,US
40.7449,-75.2217,1,Easton,PA,18040,US
39.9227,-75.1812,1,Philadelphia,PA,19145,US
40.8621,-74.4117,1,Parsippany,NJ,7054,US
40.6087,-74.2819,1,Rahway,NJ,7065,US
40.3012,-74.178,1,Colts Neck,NJ,7722,US
41.1177,-74.1241,1,Suffern,NY,10901,US
40.7867,-73.727,1,Great Neck,NY,11021,US
42.6359,-73.7219,2,Rensselaer,NY,12144,US
40.7592,-73.6449,1,Williston Park,NY,11596,US
40.8105,-73.0416,2,Holtsville,NY,11742,US
41.5334,-72.7997,1,Meriden,CT,6450,US
42.1537,-72.7698,1,Westfield,MA,1085,US
41.8316,-72.7249,1,Bloomfield,CT,6002,US
42.0702,-72.6227,1,Agawam,MA,1001,US
41.8501,-72.4649,1,Vernon Rockville,CT,6066,US
41.3572,-72.0579,1,Groton,CT,6340,US
42.779,-71.4748,1,Nashua,NH,3064,US
42.4321,-71.455,2,Maynard,MA,1754,US
42.3478,-71.1566,1,Brighton,MA,2135,US
41.7182,-71.14,1,Fall River,MA,2720,US
42.3647,-71.1042,1,Cambridge,MA,2139,US
42.3492,-71.0768,1,Boston,MA,2116,US
42.3576,-71.0684,1,Boston,MA,2108,US
43.7958,-70.4143,1,Windham,ME,4062,US
18.3958126,-66.0671709,1,San Juan,,927,PR
18.4211874,-66.0493273,1,San Juan,,917,PR
51.6410549,-0.4998324,1,Rickmansworth,Hertfordshire,WD3 8JS,GB
51.5910231,0.0568224,1,Ilford,Gt Lon,IG5 0DP,GB
51.4205813,5.4492787,1,Eindhoven,Noord-Brabant,5654NS,NL
