latitude,longitude,count,zip
41.296881,-96.106748,2,68164
33.068454,-96.084274,3,75402
36.728272,-96.067573,10,74003
30.099931,-96.065554,2,77445
33.349615,-96.057939,1,75496
41.12182,-96.052767,1,68046
41.263205,-96.050513,1,68114
36.179654,-96.045507,1,74127
35.761858,-96.04415,2,74421
36.115021,-96.032367,1,74107
35.945975,-96.007443,2,74033
41.295431,-96.002289,1,68104
35.640224,-96.001771,1,74447
32.703269,-95.994666,1,75169
36.142076,-95.989166,1,74119
36.097442,-95.961087,7,74105
41.374859,-95.959052,2,68112
36.146469,-95.954005,5,74104
41.208271,-95.953445,2,68107
36.126943,-95.946695,6,74114
41.101821,-95.943504,2,68123
36.0624,-95.941457,2,74136
30.079593,-95.932264,1,77484
36.019356,-95.931955,2,74137
36.096205,-95.924016,3,74135
33.271869,-95.917415,2,75428
32.989261,-95.912936,1,75453
36.147036,-95.902328,2,74112
36.712435,-95.895038,19,74006
41.142686,-95.892969,2,68005
36.097138,-95.890482,3,74145
32.518146,-95.888865,1,75103
36.039272,-95.877428,5,74133
35.923478,-95.877013,1,74008
36.12624,-95.871215,1,74129
29.548404,-95.861706,4,77471
36.188754,-95.842578,1,74116
29.853215,-95.831456,1,77493
29.74063,-95.829571,4,77494
35.981808,-95.809192,2,74011
36.051397,-95.805771,4,74012
41.223238,-95.784458,1,51503
30.156257,-95.74926,1,77355
33.745236,-95.744327,1,75486
29.745681,-95.742143,6,77450
29.837561,-95.733756,7,77449
39.039022,-95.726188,3,66604
36.180425,-95.702838,1,74015
39.467881,-95.698276,1,66436
39.018756,-95.696387,2,66611
30.306163,-95.68639,1,77316
30.061727,-95.681504,1,77377
36.055628,-95.680816,1,74014
29.482678,-95.680186,9,77469
29.997775,-95.669444,4,77429
29.827486,-95.65992,2,77084
36.695375,-95.658799,1,74048
29.909215,-95.651234,3,77095
29.694472,-95.649627,1,77083
30.216858,-95.647214,4,77354
29.72449,-95.640002,5,77082
29.566996,-95.636016,5,77479
35.955524,-95.627569,1,74429
29.750233,-95.615384,2,77077
29.620312,-95.605693,2,77478
33.655162,-95.605194,17,75460
29.926556,-95.603242,3,77065
36.284765,-95.603194,1,74019
29.776093,-95.603037,1,77079
36.390961,-95.587812,4,74017
29.670869,-95.58599,1,77099
30.094886,-95.585826,2,77375
29.812687,-95.583634,1,77043
29.8586,-95.580768,1,77041
29.97967,-95.572835,7,77070
29.741325,-95.560254,5,77042
28.960572,-95.558277,1,77422
30.194985,-95.548211,2,77382
30.438807,-95.533229,2,77318
29.988446,-95.531201,1,77069
29.529061,-95.530597,8,77459
30.040876,-95.528919,19,77379
29.874575,-95.527099,2,77040
29.736295,-95.523292,1,77063
29.815893,-95.522964,5,77080
32.271436,-95.521442,1,75758
29.652393,-95.521183,1,77071
30.123428,-95.517064,1,77389
29.687947,-95.515725,1,77074
29.600434,-95.515549,1,77489
30.324546,-95.505008,3,77304
29.957234,-95.503258,8,77066
30.178248,-95.50096,9,77381
30.233845,-95.495681,1,77384
33.624551,-95.490113,2,75462
29.917695,-95.489993,1,77086
29.653418,-95.475296,1,77035
30.059307,-95.470689,4,77388
29.748202,-95.468948,3,77056
30.136972,-95.46836,3,77380
29.981209,-95.463971,1,77014
29.704019,-95.460905,2,77401
29.881487,-95.452619,6,77088
32.681453,-95.447702,1,75773
29.952629,-95.446609,1,77067
29.918595,-95.441194,1,77038
30.00824,-95.438996,1,77090
30.307375,-95.438548,4,77301
31.513801,-95.437616,1,75844
29.826448,-95.426267,3,77018
32.816432,-95.424745,1,75783
29.718435,-95.423555,1,77005
29.734813,-95.416098,1,77098
29.68025,-95.404913,2,77054
29.706787,-95.401748,4,77030
35.966337,-95.392663,1,74467
29.89036,-95.392527,1,77037
29.74097,-95.391302,2,77006
32.304235,-95.390814,1,75709
30.062169,-95.383966,6,77373
29.756845,-95.365652,1,77002
30.471374,-95.363872,2,77378
29.69843,-95.3569,1,77021
30.100394,-95.356377,2,77386
29.545325,-95.350068,5,77584
38.892426,-95.346521,1,66047
38.978105,-95.344139,1,66049
30.221853,-95.338811,1,77302
32.235066,-95.321028,9,75703
35.670516,-95.306945,7,74403
32.321937,-95.302223,6,75701
29.561554,-95.279739,4,77581
29.021218,-95.278251,1,77541
32.917192,-95.25986,6,75494
29.944166,-95.258689,1,77396
31.945137,-95.25698,1,75766
29.689824,-95.252393,1,77017
29.380858,-95.241857,1,77511
29.586959,-95.225601,3,77089
36.677726,-95.224726,1,74301
30.046777,-95.221022,4,77339
39.023294,-95.208909,2,66044
31.779325,-95.19267,2,75785
29.515074,-95.192133,3,77546
29.619365,-95.191192,1,77034
30.161219,-95.189761,1,77357
32.301523,-95.177964,1,75707
29.994499,-95.177499,6,77346
29.76393,-95.173121,4,77015
30.053105,-95.157943,2,77345
29.832928,-95.14904,1,77049
29.645644,-95.140315,1,77505
29.53864,-95.1361,1,77598
29.573552,-95.130613,2,77062
29.698461,-95.121268,3,77536
29.613602,-95.11937,2,77059
30.846249,-95.117513,2,77360
29.785907,-95.117207,1,77530
29.561579,-95.099626,3,77058
47.0275,-95.098576,2,56470
29.360426,-95.087402,1,77510
29.50379,-95.087307,2,77573
46.644616,-95.000175,1,56477
32.791087,-94.999833,3,75644
35.927971,-94.982454,1,74464
29.802438,-94.970225,2,77521
38.815137,-94.940266,2,66030
30.054436,-94.921994,3,77535
38.893764,-94.879975,3,66061
32.384458,-94.870169,2,75662
39.030902,-94.859095,1,66226
32.509164,-94.824416,6,75604
38.835366,-94.778679,2,66062
38.952366,-94.77622,1,66219
39.11452,-94.773577,2,66112
38.957701,-94.744269,3,66215
30.075658,-94.733441,2,77575
32.582292,-94.725315,4,75605
39.219074,-94.72473,1,64152
32.509075,-94.724433,4,75601
38.898859,-94.708219,2,66213
38.921707,-94.704655,1,66210
38.990381,-94.678214,1,66204
38.863482,-94.668479,2,66223
32.449538,-94.666065,3,75602
31.301706,-94.641414,2,75901
38.8996,-94.638358,3,66209
39.214394,-94.630168,1,64151
31.723329,-94.628596,2,75965
38.957802,-94.598599,2,64114
39.05758,-94.593879,2,64111
38.936041,-94.585011,2,64131
36.559367,-94.58334,1,64863
39.27241,-94.580082,1,64155
39.148811,-94.575242,3,64116
39.212744,-94.572366,4,64118
38.789354,-94.543625,1,64012
39.209967,-94.514665,2,64119
37.022425,-94.50942,1,64804
31.558383,-94.504452,1,75961
38.967119,-94.467927,1,64138
39.013941,-94.455876,1,64133
32.569858,-94.418658,1,75670
38.907046,-94.403932,1,64081
39.050847,-94.397998,2,64055
33.714994,-94.39765,1,71836
45.579025,-94.389459,1,56321
45.988419,-94.373531,1,56345
35.350978,-94.361247,3,72903
46.577263,-94.356201,2,56472
38.911994,-94.351673,1,64063
35.466,-94.349293,5,72956
38.624513,-94.329255,5,64701
39.113308,-94.319802,7,64056
39.015059,-94.312605,2,64015
32.468303,-94.299079,2,75672
36.105701,-94.296796,3,72704
38.899171,-94.272385,4,64086
36.346567,-94.25628,2,72712
39.00676,-94.255136,3,64014
30.065065,-94.252206,2,77713
36.181583,-94.230652,1,72762
36.467299,-94.220903,2,72714
45.574485,-94.213691,1,56303
42.491431,-94.196626,1,50501
31.732513,-94.19129,3,75935
41.027101,-94.191097,1,50830
30.102291,-94.173449,6,77706
30.053431,-94.170654,3,77707
39.455731,-94.163205,1,64062
30.145017,-94.160386,1,77708
38.999815,-94.145243,1,64075
30.649823,-94.14075,1,77660
33.37187,-94.139816,3,75501
33.511784,-94.133888,8,75503
46.322919,-94.12521,1,56401
36.460064,-94.115428,1,72751
30.136892,-94.111285,1,77703
36.247242,-94.103144,1,72745
46.67746,-94.101479,1,56442
44.215472,-94.090358,3,56003
45.396331,-94.086052,1,55320
35.992387,-94.085584,3,72701
36.175682,-94.060223,3,72764
36.118332,-94.043243,4,72703
41.611504,-94.043026,1,50003
29.986791,-94.009416,7,77627
44.128325,-93.978863,1,56001
29.985972,-93.955832,1,77651
32.490693,-93.92546,1,71119
29.947516,-93.918571,4,77619
29.95802,-93.891921,1,77642
33.451415,-93.881829,2,71854
30.071743,-93.864976,1,77630
45.292082,-93.838711,1,55362
39.154878,-93.830311,1,64067
30.014437,-93.82824,1,77611
41.692119,-93.805376,2,50111
30.201442,-93.804542,3,77632
41.77088,-93.800631,1,50109
41.552968,-93.745011,1,50265
45.377771,-93.744335,1,55309
41.634164,-93.73436,1,50322
32.483775,-93.731646,1,71104
32.378473,-93.730665,1,71106
41.69212,-93.715156,4,50131
32.456691,-93.70989,5,71105
35.832945,-93.706729,2,72760
41.455311,-93.705269,1,50211
42.046297,-93.694448,5,50014
41.601033,-93.672868,2,50311
45.248559,-93.65982,1,55301
42.026751,-93.645873,1,50012
44.810785,-93.636248,2,55318
32.444413,-93.63312,1,71112
42.030822,-93.58849,2,50010
32.268803,-93.579561,1,71115
39.805381,-93.579097,3,64601
45.334168,-93.568216,1,55330
41.724208,-93.565423,1,50021
44.858704,-93.550209,1,55317
44.956401,-93.538993,1,55391
35.509167,-93.515619,2,72830
45.106403,-93.497029,2,55311
45.03914,-93.489701,1,55446
45.001096,-93.489561,2,55447
44.915442,-93.48443,1,55345
36.793766,-93.46783,1,65656
41.645012,-93.45909,1,50009
45.288281,-93.4311,1,55303
45.006321,-93.424636,1,55441
44.914372,-93.416254,1,55343
44.682387,-93.413588,4,55372
44.823123,-93.381428,1,55438
44.90414,-93.373157,1,55436
30.290269,-93.37169,1,70663
41.533906,-93.368536,1,50237
45.117609,-93.338118,1,55443
37.165185,-93.325004,2,65807
44.825914,-93.310998,1,55431
37.119534,-93.309929,1,65810
45.103924,-93.301691,1,55444
37.205585,-93.299157,5,65806
44.730944,-93.291381,1,55306
37.28314,-93.289599,2,65803
44.87446,-93.282529,1,55423
44.642096,-93.276269,3,55044
44.778472,-93.272269,1,55337
45.096587,-93.254518,1,55432
45.163716,-93.250487,2,55434
36.669373,-93.248879,1,65616
44.971814,-93.233696,1,55455
44.90444,-93.230407,2,55417
44.979513,-93.227354,1,55414
38.698269,-93.225707,3,65301
30.226792,-93.215443,1,70601
36.982818,-93.209226,4,65721
44.806834,-93.201339,2,55122
43.153169,-93.19982,2,50401
30.038425,-93.190125,3,70607
37.166589,-93.182484,1,65809
44.982482,-93.17488,1,55108
44.953899,-93.164457,1,55104
45.012196,-93.151186,1,55113
44.964258,-93.122627,1,55103
44.931734,-93.121464,1,55102
34.448083,-93.095565,1,71913
45.003562,-93.09128,1,55117
42.224136,-93.073131,1,50258
44.819227,-93.068994,3,55077
44.888027,-93.040497,1,55075
44.550758,-93.024955,1,55065
44.987546,-92.963553,1,55128
44.987826,-92.909592,1,55042
41.420905,-92.896537,1,50219
33.071881,-92.818579,1,71749
32.494104,-92.64212,4,71270
44.847472,-92.606877,1,54022
40.166289,-92.59121,2,63501
34.660794,-92.527512,1,72002
34.7139,-92.50845,1,72210
44.069818,-92.506581,1,55901
34.607453,-92.488535,3,72022
42.531814,-92.487461,1,50613
35.049921,-92.486049,4,72034
31.274156,-92.467107,1,71301
30.22709,-92.431559,1,70534
34.750556,-92.417622,2,72211
38.884324,-92.398565,2,65203
34.859543,-92.397596,2,72113
31.197018,-92.37022,1,71302
35.065889,-92.362874,2,72032
34.717617,-92.358338,1,72204
34.750326,-92.351206,1,72205
31.328109,-92.350376,2,71360
34.773531,-92.346499,1,72207
34.676378,-92.345074,1,72209
42.418259,-92.339821,1,50701
34.84038,-92.325288,2,72118
34.900292,-92.241495,2,72120
38.900944,-92.238425,4,65201
34.730509,-92.233147,2,72202
32.396678,-92.214764,1,71292
32.565664,-92.172926,8,71291
30.202279,-92.16158,1,70529
34.265166,-92.145566,1,71602
34.916269,-92.139537,1,72076
32.532695,-92.105168,2,71201
30.533657,-92.104961,1,70570
46.800825,-92.095784,1,55805
34.964293,-92.063696,1,72023
30.155239,-92.028225,1,70508
32.582214,-92.01842,5,71203
42.335824,-92.001362,1,52210
38.841849,-91.977132,2,65251
32.864539,-91.908541,1,71220
29.921943,-91.878669,1,70560
36.700074,-91.858053,1,65775
30.298246,-91.83357,1,70517
30.161555,-91.783868,1,70582
37.900035,-91.768578,4,65401
41.692718,-91.762785,1,52322
41.983384,-91.746369,1,52405
35.249093,-91.726214,1,72149
41.299352,-91.711487,6,52353
32.148625,-91.707292,1,71295
41.923056,-91.698866,4,52404
42.04677,-91.686869,2,52233
41.652313,-91.570407,1,52246
41.965959,-91.566054,2,52403
34.427743,-91.528699,1,72160
44.836452,-91.518514,1,54703
42.187872,-91.509266,1,52214
42.070516,-91.432362,2,52336
30.37742,-91.298207,1,70719
42.119767,-91.286294,1,52205
30.414307,-91.177653,1,70803
43.806197,-91.140529,3,54601
30.404141,-91.139138,3,70808
30.448759,-91.124753,1,70806
30.332364,-91.091478,1,70810
30.394045,-91.070972,4,70809
38.535239,-91.04884,1,63090
30.431813,-91.021967,4,70816
30.472459,-91.009536,1,70819
30.30743,-90.940643,2,70769
30.22238,-90.922197,1,70737
30.607221,-90.907376,1,70706
30.425575,-90.88612,2,70726
32.230115,-90.857925,2,39180
38.796993,-90.857261,1,63385
30.557101,-90.819236,2,70785
30.411567,-90.746721,1,70754
30.044055,-90.741628,1,70763
38.857443,-90.725492,2,63366
34.448956,-90.684489,1,72342
29.62765,-90.681803,1,70364
41.532417,-90.681401,4,52804
41.716455,-90.670392,1,52746
41.494514,-90.637187,1,52802
41.589689,-90.625902,6,52806
38.798905,-90.60754,1,63376
30.530369,-90.598868,1,70711
41.538947,-90.555977,2,52803
41.665736,-90.554955,1,52748
38.56984,-90.545689,2,63021
38.739882,-90.543744,3,63303
41.61068,-90.51685,2,52807
38.54962,-90.499888,2,63088
41.482387,-90.493492,1,61265
30.485236,-90.487941,1,70403
30.734462,-90.479388,1,70422
41.574299,-90.471528,1,52722
38.729739,-90.461383,2,63043
38.503348,-90.460968,1,63026
30.533587,-90.455381,4,70401
38.388903,-90.436886,1,63052
38.772791,-90.430046,1,63044
38.430371,-90.3921,4,63010
38.492427,-90.386513,1,63128
31.189344,-90.384302,1,39648
30.362846,-90.358594,1,70454
38.813468,-90.353928,1,63031
32.377538,-90.351758,1,39056
38.58845,-90.351341,2,63119
38.619024,-90.347719,1,63144
38.644308,-90.328202,1,63105
38.547432,-90.328109,1,63123
38.283878,-90.323662,1,62295
38.584601,-90.294432,2,63109
38.518452,-90.293514,2,63125
38.610412,-90.291723,3,63139
38.580814,-90.264108,1,63116
38.964906,-90.240063,2,62035
29.915778,-90.207605,1,70094
36.406767,-90.202573,1,72454
30.014032,-90.191345,1,70006
38.635181,-90.187001,1,63102
32.372405,-90.172455,1,39206
32.425874,-90.169852,1,39157
29.983724,-90.167179,1,70001
30.012223,-90.162523,2,70002
30.45886,-90.156595,2,70433
29.944727,-90.125661,1,70118
38.939532,-90.124504,1,62002
32.372134,-90.122605,1,39211
29.837276,-90.112449,1,70072
38.725838,-90.111791,1,62040
30.565961,-90.103423,1,70435
29.923968,-90.101795,1,70115
38.460653,-90.1007,1,62260
32.259773,-90.091589,3,39208
29.937353,-90.069648,2,70130
38.861343,-90.069002,1,62095
29.868864,-90.064875,1,70058
29.888653,-90.029014,2,70056
30.0182,-90.020724,1,70126
35.132549,-90.003728,1,38104
29.958602,-89.997477,2,70032
38.683215,-89.982058,1,62234
30.616728,-89.967389,1,70431
29.906312,-89.958343,2,70131
30.484687,-89.953028,1,70420
35.158933,-89.921214,1,38122
38.600069,-89.915479,4,62269
38.512111,-89.905289,1,62221
40.683232,-89.900619,1,61569
32.198148,-89.895597,1,39042
38.542964,-89.852114,1,62225
34.933929,-89.81628,1,38654
40.919018,-89.779203,1,61559
38.284874,-89.728709,1,62257
37.437854,-89.638598,2,63755
44.510664,-89.638254,1,54481
40.539343,-89.61832,2,61554
40.699807,-89.611514,1,61606
38.508311,-89.608827,1,62215
40.642116,-89.59956,1,61610
30.520513,-89.585934,1,39466
40.713236,-89.535816,1,61611
43.045313,-89.515378,2,53719
43.561484,-89.482922,1,53901
40.704146,-89.417889,1,61571
31.334884,-89.415848,2,39402
43.074397,-89.411502,1,53706
43.06849,-89.401708,2,53715
43.036157,-89.387108,1,53713
43.079575,-89.378389,1,53703
43.093146,-89.276619,1,53718
42.99717,-89.275479,8,53558
30.420066,-89.275043,1,39571
31.234109,-89.26589,5,39401
43.200235,-89.205195,2,53590
31.339576,-89.188147,9,39465
42.442353,-89.13849,1,61072
40.610446,-89.122717,1,61725
42.860824,-89.09331,1,53534
42.340261,-89.086492,1,61103
43.422362,-89.055328,1,53932
39.827583,-89.0478,1,62522
42.335503,-89.002745,1,61111
42.28529,-89.001692,1,61107
42.423717,-88.993849,6,61073
40.476771,-88.992995,4,61701
42.306605,-88.990894,2,61114
42.482064,-88.988025,1,61080
43.997757,-88.966832,1,54923
30.493085,-88.964318,1,39532
40.529083,-88.958937,3,61761
40.471127,-88.944538,3,61704
44.319336,-88.933068,1,54983
42.392526,-88.897904,1,61011
44.22037,-88.842561,1,54940
42.245919,-88.84113,1,61008
42.400588,-88.836952,1,61065
43.857119,-88.829249,2,54971
33.437929,-88.825166,1,39759
30.5802,-88.741183,1,39565
32.463029,-88.714721,2,39305
30.876501,-88.602718,1,39452
43.946895,-88.540285,1,54902
42.717008,-88.535398,1,53121
41.513357,-88.532418,1,60541
41.851532,-88.47645,1,60119
41.948188,-88.388701,2,60175
43.791998,-88.388482,1,54937
44.812344,-88.380546,1,54111
34.262049,-88.376308,1,38843
41.765385,-88.362227,4,60506
30.489535,-88.344106,1,36541
38.669452,-88.341669,1,62824
42.040644,-88.311296,3,60123
42.164741,-88.308625,1,60102
40.136481,-88.305307,1,61822
42.331147,-88.29518,1,60050
41.747452,-88.238622,3,60504
42.223188,-88.235532,1,60013
41.613637,-88.218719,3,60544
43.022155,-88.204676,1,53186
41.980446,-88.203407,2,60103
41.70743,-88.19482,4,60564
42.020586,-88.177771,1,60107
37.075226,-88.174049,1,42055
43.38963,-88.158004,1,53095
43.058938,-88.152779,4,53045
30.6257,-88.149746,2,36693
42.269669,-88.140911,1,60084
42.871352,-88.134318,1,53150
41.54859,-88.128928,1,60435
43.159363,-88.121527,2,53051
41.87272,-88.112442,1,60187
42.03482,-88.110285,2,60194
43.062401,-88.098804,1,53005
42.974779,-88.098607,1,53151
42.009666,-88.096644,1,60193
38.830094,-88.092198,1,62425
42.074962,-88.086284,1,60195
42.471077,-88.083818,2,60002
30.769623,-88.080073,1,36611
30.682219,-88.068135,1,36604
41.865213,-88.061479,3,60137
41.740329,-88.042149,1,60517
41.541747,-88.034728,2,60432
43.314732,-88.034639,1,53012
42.131462,-88.026329,1,60074
41.810554,-88.022796,1,60515
41.761302,-88.013394,1,60516
41.93106,-88.01305,1,60101
43.020327,-88.01287,2,53214
42.883879,-88.011548,1,53132
41.876897,-87.976328,1,60181
42.167465,-87.960653,1,60089
42.999261,-87.943078,1,53215
41.896843,-87.94124,2,60126
41.800683,-87.928172,2,60521
42.878693,-87.898676,1,53154
42.04958,-87.895,2,60016
43.045121,-87.891881,1,53202
42.52436,-87.88553,1,53158
42.911998,-87.859664,1,53172
41.825059,-87.847546,1,60513
42.726918,-87.830175,1,53405
42.561312,-87.82993,1,53143
41.698023,-87.829143,2,60465
41.813241,-87.82189,1,60534
41.994855,-87.813003,1,60631
41.702948,-87.77883,1,60415
43.815871,-87.764212,1,53083
41.972071,-87.756569,1,60630
41.920553,-87.756056,1,60639
41.63439,-87.736395,1,60445
38.27667,-87.722673,1,47665
42.078067,-87.720581,1,60091
41.775868,-87.711496,2,60629
42.05614,-87.69224,1,60201
41.536964,-87.684139,1,60422
41.902172,-87.683337,1,60622
41.956949,-87.654272,1,60613
41.740497,-87.652558,1,60620
41.922714,-87.649577,3,60614
41.88531,-87.622129,1,60601
41.629147,-87.59949,1,60419
41.597379,-87.59915,3,60473
41.508774,-87.590314,1,60411
30.623536,-87.55696,1,36567
38.015301,-87.536743,1,47711
37.810607,-87.515005,2,42420
41.589434,-87.453729,1,46323
36.568751,-87.416322,1,37042
39.471333,-87.402752,1,47807
44.840884,-87.372795,1,54235
30.531268,-87.221604,1,32514
30.677679,-87.199429,1,32571
35.629164,-87.021526,1,38401
41.463169,-87.00748,1,46383
40.479679,-86.989241,2,47906
35.719834,-86.898449,1,37174
33.576978,-86.893345,1,35214
33.399153,-86.845896,2,35226
33.494995,-86.808077,1,35205
33.419246,-86.789433,1,35216
35.912217,-86.780257,1,37067
36.106735,-86.774283,1,37204
34.711281,-86.746935,2,35758
36.35214,-86.746651,1,37072
33.321899,-86.742177,1,35124
36.149265,-86.732957,1,37210
30.874169,-86.700335,1,32531
36.557059,-86.673094,1,37049
30.403001,-86.650482,2,32548
36.052237,-86.632503,2,37013
34.709368,-86.62029,1,35805
39.085219,-86.61234,1,47403
36.339969,-86.607922,1,37075
36.14929,-86.576839,1,37076
39.773322,-86.551142,1,46122
34.32387,-86.502006,1,35016
36.566636,-86.495247,1,37148
35.784183,-86.489369,1,37128
36.182639,-86.480715,1,37122
30.392765,-86.469506,2,32541
39.229815,-86.467254,1,47408
36.883066,-86.44775,1,42104
30.506696,-86.447541,2,32578
39.102552,-86.442957,1,47401
35.634389,-86.407093,1,37020
43.985802,-86.406481,1,49431
39.685257,-86.392912,1,46168
39.86391,-86.382425,1,46112
35.781304,-86.327533,1,37127
32.544042,-86.324972,1,36025
35.884923,-86.317204,1,37130
35.494482,-86.303181,4,37183
39.984562,-86.282625,1,46077
39.849717,-86.271637,1,46254
32.336579,-86.271324,2,36111
36.263321,-86.268888,1,37087
32.388957,-86.242148,1,36109
41.832805,-86.230825,1,49120
39.962604,-86.174761,3,46032
41.693766,-86.146824,1,46545
39.674763,-86.132676,5,46227
39.906354,-86.124892,3,46240
39.867114,-86.108848,1,46220
39.737586,-86.096931,2,46203
39.902125,-86.064843,1,46250
40.760125,-86.061471,1,46970
39.472968,-86.043001,1,46131
39.782412,-86.042939,2,46219
36.271536,-85.942108,1,37030
38.966511,-85.937722,1,47274
40.064624,-85.915911,1,46060
39.888415,-85.90221,2,46055
42.861132,-85.888482,1,49426
33.226536,-85.86925,1,36251
31.305778,-85.86295,2,36330
38.151772,-85.780765,1,40214
39.801973,-85.772071,2,46140
43.575359,-85.748757,1,49349
35.645205,-85.741067,1,37110
33.349846,-85.734316,3,36266
33.477734,-85.717338,1,36258
42.981579,-85.7107,2,49504
38.333402,-85.697211,1,47130
41.535194,-85.672121,1,46543
30.239945,-85.6516,1,32444
40.599427,-85.629225,1,46952
38.271765,-85.619448,1,40222
42.263841,-85.617047,1,49008
43.018307,-85.592909,1,49525
38.277471,-85.590514,1,40242
38.299974,-85.575689,1,40241
42.195311,-85.562988,1,49002
32.538887,-85.492653,3,36830
43.124135,-85.490928,1,49341
35.94454,-85.442214,3,38583
31.266568,-85.401317,1,36303
42.63499,-85.299191,1,49058
41.449155,-85.274859,1,46755
34.302923,-85.269103,1,30165
43.183357,-85.256667,1,48838
41.301427,-85.232689,2,46763
42.270781,-85.22874,4,49015
43.752024,-85.151106,1,49305
41.044893,-85.147602,1,46807
34.902663,-85.13397,1,30736
40.180757,-85.133663,1,47340
35.849059,-85.12896,1,38572
41.152413,-85.127091,1,46825
33.036796,-85.120216,3,30240
43.314815,-85.106068,2,48888
42.227502,-85.088714,1,49033
35.115688,-85.063804,1,37363
41.102735,-85.058629,1,46815
41.15298,-85.0408,3,46835
39.786249,-85.022256,1,47330
32.554272,-85.009258,2,31904
41.089259,-84.972549,1,46774
39.2049,-84.951741,1,47022
33.022344,-84.949445,1,30241
42.276445,-84.939742,1,49068
39.623111,-84.925152,2,47353
39.832079,-84.889699,2,47374
37.640997,-84.797275,1,40422
43.616033,-84.795459,1,48858
34.034515,-84.707349,2,30101
39.164331,-84.662549,1,45248
39.000968,-84.651005,1,41042
42.725239,-84.639542,1,48917
41.886298,-84.622698,1,49242
33.939737,-84.613787,1,30064
39.27464,-84.597876,3,45251
39.15609,-84.596637,1,45211
34.036864,-84.591009,3,30144
39.203625,-84.580623,1,45239
42.67301,-84.571422,1,48911
34.124213,-84.570684,1,30189
33.391884,-84.570611,1,30269
39.029089,-84.561887,1,41017
39.17081,-84.549528,1,45223
39.247497,-84.53483,3,45231
34.032388,-84.505154,1,30066
37.982958,-84.489425,1,40517
39.289592,-84.469214,1,45246
33.676362,-84.460794,1,30344
34.123528,-84.457649,2,30188
39.081974,-84.453172,1,41075
39.16419,-84.452189,2,45212
39.153022,-84.426671,2,45209
39.180801,-84.420095,1,45213
33.869768,-84.417135,1,30327
42.221835,-84.396625,1,49203
34.0557,-84.390264,3,30075
39.153872,-84.385808,4,45227
40.331338,-84.382544,1,45845
33.818405,-84.358175,1,30324
43.582166,-84.337227,3,48640
33.87745,-84.336316,1,30319
33.711546,-84.331796,1,30316
39.350783,-84.313198,1,45040
37.761655,-84.312658,1,40475
39.158525,-84.312214,1,45174
33.404147,-84.30735,1,30228
34.143879,-84.293133,2,30004
35.966483,-84.290549,1,37830
46.416901,-84.289054,1,49783
33.888096,-84.288866,1,30341
33.811659,-84.28323,3,30033
39.061125,-84.276136,3,45245
33.639853,-84.267148,2,30294
39.257273,-84.241953,2,45140
34.030333,-84.241932,1,30022
43.712749,-84.236964,1,48642
39.166379,-84.230308,1,45150
38.953739,-84.23017,2,45157
30.605283,-84.229562,1,32312
42.79865,-84.223099,2,48872
33.939949,-84.206233,1,30071
33.797412,-84.197984,1,30083
33.567898,-84.193388,2,30281
43.002718,-84.188977,1,48867
34.210349,-84.187789,1,30040
33.448926,-84.18357,3,30253
40.728042,-84.165459,1,45805
39.600591,-84.156971,1,45458
40.577695,-84.154664,1,45895
36.218671,-84.153543,1,37769
33.974292,-84.145426,1,30096
39.097086,-84.13448,2,45103
39.718818,-84.129169,1,45420
33.805871,-84.126928,1,30087
40.672435,-84.126166,1,45806
35.976399,-84.125445,1,37931
39.843157,-84.110015,1,45424
33.351433,-84.106652,1,30248
34.204626,-84.100357,1,30041
34.062971,-84.09077,2,30024
38.94502,-84.064915,1,45106
33.473512,-84.057165,1,30252
39.721385,-84.031824,1,45434
34.130846,-84.027398,1,30518
33.861019,-84.017993,1,30078
39.952394,-84.009766,1,45344
33.64502,-83.971948,1,30013
34.087437,-83.944991,2,30519
36.123933,-83.938618,1,37938
42.575483,-83.923411,1,48843
36.056122,-83.916946,1,37918
34.346947,-83.895595,5,30506
32.570683,-83.890124,1,31030
42.261356,-83.846438,2,48103
34.019859,-83.837163,1,30011
41.513316,-83.822816,1,43571
42.93695,-83.820544,3,48473
34.318834,-83.815174,1,30501
34.621058,-83.793245,1,30528
40.365633,-83.756432,1,43311
42.263886,-83.715564,1,48104
42.327704,-83.695817,1,48105
32.729664,-83.68534,1,31216
41.650277,-83.673822,1,43615
42.583002,-83.666824,2,48380
41.417547,-83.656646,1,43402
32.580403,-83.653003,1,31088
42.658533,-83.6464,1,48357
32.544201,-83.597459,1,31005
34.512602,-83.592212,1,30531
34.10799,-83.577448,1,30549
41.565472,-83.500302,1,43465
42.550711,-83.474218,1,48390
41.603711,-83.47049,1,43619
41.960425,-83.429323,1,48162
42.333901,-83.384209,2,48185
42.538168,-83.381721,1,48322
34.921514,-83.381112,1,30562
42.371604,-83.376788,1,48150
38.146989,-83.376611,1,40313
42.424935,-83.374264,1,48152
42.397183,-83.372319,2,48154
42.293764,-83.370739,3,48186
36.766574,-83.354262,2,40831
34.001592,-83.344913,1,30601
30.867904,-83.34214,2,31602
33.905911,-83.323577,1,30605
42.320411,-83.259969,1,48128
42.204975,-83.206511,1,48195
40.02085,-83.194413,2,43026
42.656374,-83.183588,1,48309
42.560633,-83.175706,1,48084
42.519205,-83.164362,1,48073
40.116621,-83.1305,1,43017
39.869489,-83.114347,1,43123
42.375123,-83.107897,1,48206
42.461924,-83.097689,1,48030
