latitude,longitude,count,zip
35.859572,-97.422809,7,73044
32.581858,-97.420575,2,76036
32.667305,-97.416615,5,76132
31.103931,-97.41202,1,76502
35.238349,-97.411896,3,73071
27.683277,-97.406289,3,78413
32.774494,-97.402276,4,76114
27.768021,-97.399135,1,78404
35.419088,-97.394046,2,73145
32.619833,-97.393562,5,76123
32.210496,-97.392571,1,76093
32.70065,-97.386965,9,76109
27.729894,-97.385247,1,78411
27.892132,-97.384238,8,78374
32.742058,-97.38173,10,76107
32.652918,-97.379538,4,76133
32.986624,-97.377255,7,76052
37.700763,-97.365701,1,67203
37.667476,-97.364194,2,67213
37.618074,-97.362465,5,67217
33.898323,-97.361382,2,73430
30.338584,-97.361224,1,78621
37.767146,-97.360492,1,67204
32.816503,-97.359532,1,76106
32.881807,-97.345955,1,76131
35.458633,-97.345632,1,73130
27.703573,-97.345045,8,78412
33.099993,-97.340499,7,76247
32.707831,-97.338265,6,76110
32.639029,-97.335106,5,76134
32.6785,-97.330511,2,76115
32.346162,-97.328078,1,76031
37.707178,-97.31775,1,67214
37.66688,-97.317453,1,67211
37.860576,-97.312763,1,67147
37.611061,-97.312708,2,67216
33.198704,-97.311628,1,76259
32.532666,-97.306547,11,76028
34.164985,-97.297643,1,73443
32.859685,-97.291523,24,76137
37.668511,-97.280418,3,67218
37.703847,-97.279266,1,67208
37.751156,-97.278361,1,67220
35.24046,-97.275732,1,73026
32.620058,-97.274934,3,76140
32.749099,-97.272957,3,76103
27.627121,-97.269242,4,78418
32.803436,-97.267376,3,76117
31.195905,-97.265253,2,76579
31.529664,-97.260442,2,76712
31.075303,-97.252433,2,76501
32.868421,-97.252132,6,76148
34.748808,-97.232285,1,73075
37.665576,-97.227205,4,67207
33.009335,-97.22672,23,76262
32.840011,-97.225295,21,76180
32.924009,-97.225148,28,76248
32.747426,-97.217658,3,76112
31.627123,-97.215893,2,76708
33.373051,-97.213359,3,76266
32.414944,-97.196367,2,76009
31.539723,-97.195009,4,76710
32.800434,-97.192762,7,76118
32.689222,-97.18913,9,76016
33.227695,-97.183844,3,76207
32.775915,-97.180963,2,76120
32.8172,-97.180586,14,76053
32.85941,-97.178636,15,76054
27.926913,-97.177776,1,78336
33.661583,-97.17635,2,76240
33.114675,-97.173782,3,76226
34.466145,-97.164542,1,73030
32.662513,-97.164024,11,76017
31.553876,-97.159082,1,76707
32.719328,-97.155028,9,76013
32.891787,-97.149641,5,76034
36.702158,-97.148862,2,74601
32.635563,-97.148829,7,76001
32.959922,-97.148582,3,76092
33.220974,-97.146038,18,76201
32.830658,-97.145157,5,76022
32.570725,-97.144834,7,76063
32.75513,-97.139242,15,76012
32.692186,-97.133304,4,76015
32.852971,-97.130443,7,76021
33.192632,-97.129266,1,76205
31.576824,-97.127249,1,76704
33.03489,-97.124906,8,75022
34.203289,-97.11552,10,73401
27.777437,-97.114983,1,78373
33.231569,-97.109882,5,76209
32.784952,-97.100052,7,76006
31.620954,-97.09851,3,76705
32.665076,-97.096815,3,76018
33.149467,-97.096016,11,76210
32.622321,-97.093204,4,76002
32.814107,-97.091323,5,76040
32.692105,-97.086517,2,76014
32.860285,-97.086028,6,76039
31.475671,-97.083854,2,76706
36.169169,-97.083226,7,74075
32.754272,-97.083196,5,76011
35.426235,-97.081938,1,74851
32.722844,-97.080239,2,76010
29.202338,-97.076333,1,77995
36.078949,-97.074012,5,74074
32.925765,-97.071545,23,76051
28.132627,-97.06207,2,78382
35.957081,-97.061042,2,74059
33.081367,-97.061017,15,75077
33.03271,-97.06007,10,75028
33.208811,-97.055133,10,76208
28.067971,-97.042224,1,78358
32.59121,-97.039429,1,75054
42.213113,-97.03097,1,68787
32.664953,-97.024692,5,75052
28.938252,-97.02035,4,77904
32.776671,-97.009389,9,75050
33.110351,-97.005469,4,75065
33.013546,-97.00016,31,75067
32.874833,-96.996735,7,75038
32.72944,-96.996462,2,75051
33.273449,-96.990119,2,76227
32.920435,-96.985989,13,75063
28.804947,-96.984711,2,77901
32.963417,-96.984664,10,75019
37.664428,-96.976424,1,67010
35.315129,-96.969671,4,74801
35.220987,-96.969539,1,74873
32.825907,-96.966915,1,75061
32.580181,-96.964675,6,75104
32.636077,-96.964622,1,75249
32.84737,-96.957871,11,75062
32.796608,-96.954903,12,75060
33.176495,-96.950551,6,75068
40.622183,-96.949812,1,68333
32.885259,-96.942108,3,75039
30.167624,-96.923038,1,78942
35.391465,-96.921469,9,74804
32.643212,-96.916468,3,75137
33.070292,-96.912391,9,75056
32.66066,-96.911882,4,75116
32.736986,-96.907815,3,75211
35.519045,-96.898554,9,74855
32.962473,-96.89817,7,75006
33.005262,-96.896742,18,75007
32.923189,-96.891721,5,75234
35.701353,-96.884595,1,74834
32.781246,-96.878831,1,75212
32.868529,-96.876118,1,75220
33.050164,-96.87454,5,75010
35.888673,-96.871192,1,74824
32.893295,-96.864339,4,75229
33.146336,-96.856347,7,75034
32.832614,-96.849082,1,75235
32.999309,-96.841688,15,75287
32.753141,-96.839613,2,75208
32.960047,-96.838522,2,75001
32.925283,-96.8368,5,75244
46.927094,-96.834703,1,58102
32.84831,-96.825474,1,75209
32.811847,-96.812903,1,75219
33.034225,-96.811607,23,75093
32.521773,-96.807315,5,75154
32.779274,-96.804786,1,75202
33.075422,-96.802686,18,75024
32.944622,-96.801792,10,75254
32.969699,-96.797334,10,75248
32.835893,-96.795514,14,75205
32.902679,-96.793393,5,75230
32.864887,-96.790359,5,75225
33.163129,-96.790192,14,75035
32.802132,-96.788852,7,75204
32.997373,-96.788213,14,75252
32.930338,-96.787496,7,75240
32.372201,-96.784944,8,75165
32.711324,-96.781215,1,75216
37.857264,-96.780718,3,67042
32.617663,-96.778058,1,75134
34.089592,-96.777798,1,73446
32.782826,-96.776443,1,75226
32.831279,-96.771191,11,75206
33.338899,-96.752977,2,75009
32.562744,-96.752161,2,75146
32.873485,-96.747539,4,75231
32.792244,-96.744003,3,75223
32.976063,-96.74208,26,75080
33.021268,-96.741558,14,75075
33.090085,-96.740008,14,75025
32.912633,-96.736637,9,75243
34.978391,-96.735519,2,74849
33.056756,-96.730831,24,75023
32.948918,-96.709719,14,75081
36.221128,-96.708163,1,74045
32.878497,-96.707819,6,75238
40.868266,-96.705455,1,68521
40.818272,-96.703937,2,68508
33.656879,-96.703808,2,75092
32.841987,-96.702574,3,75218
40.78581,-96.698002,3,68502
33.172033,-96.69627,17,75070
33.114327,-96.693964,3,75013
32.767119,-96.689321,1,75227
32.824924,-96.679438,8,75228
32.710306,-96.678549,1,75217
30.541565,-96.676232,1,77836
32.911702,-96.674838,6,75042
33.031561,-96.673164,7,75074
32.991557,-96.663063,4,75082
32.880196,-96.651555,5,75041
32.964607,-96.649686,15,75044
40.735276,-96.64279,1,68516
40.806237,-96.635703,3,68510
33.245879,-96.631295,2,75071
32.817309,-96.630277,24,75150
32.5367,-96.621747,1,75125
32.716601,-96.620085,2,75180
32.928902,-96.619782,12,75040
40.824839,-96.619262,1,68505
32.771707,-96.616717,6,75149
33.021793,-96.615482,1,75094
40.936247,-96.61502,1,68517
40.858885,-96.614848,1,68507
33.089587,-96.607767,13,75002
33.770785,-96.604061,1,75020
32.325868,-96.588241,1,75119
33.179994,-96.586856,1,75069
32.969008,-96.580883,7,75048
32.857617,-96.576325,11,75043
32.725663,-96.558988,7,75181
29.693447,-96.557401,6,78934
32.938077,-96.556367,7,75089
33.604131,-96.550405,2,75090
32.897846,-96.550385,11,75088
32.80051,-96.547563,1,75182
32.6058,-96.542308,1,75159
33.012135,-96.534936,16,75098
32.084915,-96.528172,1,75110
40.847113,-96.524224,1,68527
39.157803,-96.521914,5,66502
40.952129,-96.519659,1,68462
33.727126,-96.470794,4,75021
32.743178,-96.4549,2,75126
32.943901,-96.452875,7,75087
32.851681,-96.43617,5,75032
33.912019,-96.430988,1,74730
40.804571,-96.425835,1,68347
30.215075,-96.410272,5,77833
33.061789,-96.393331,1,75173
30.681053,-96.386067,4,77803
34.006822,-96.378921,2,74701
32.945503,-96.375325,1,75132
30.639285,-96.362454,4,77801
33.174219,-96.356004,6,75442
30.609093,-96.325984,20,77840
30.661252,-96.322612,6,77802
30.797736,-96.312084,2,77808
32.94205,-96.31166,1,75189
32.758408,-96.301323,2,75160
29.212328,-96.280585,4,77437
30.561385,-96.272583,6,77845
32.568801,-96.255103,2,75142
29.987117,-96.252942,3,77418
41.278064,-96.246536,1,68022
41.207379,-96.193646,1,68135
41.168702,-96.186946,1,68136
41.263857,-96.179006,1,68118
32.738471,-96.169166,1,75161
42.139159,-96.168318,1,51063
35.993142,-96.164294,1,74066
41.546712,-96.162811,1,68008
31.064172,-96.126916,1,77871
41.205825,-96.118601,1,68137
32.924709,-96.113355,2,75474
33.189011,-96.10887,1,75401
41.371146,-96.10708,1,68142
